Time,calib,bad,upstream,downstream
5689.09,0.599841,-0.037917,-0.037917,0.287519
5689.1,0.602771,-0.003737,-0.003737,0.296308
5689.11,0.601794,0.047044,0.047044,0.297284
5689.12,0.599841,0.108568,0.108568,0.289472
5689.13,0.599841,0.14763,0.14763,0.266034
5689.14,0.599841,0.179857,0.179857,-5.171466
5689.15,0.601794,0.21013,0.21013,-3.40877
5689.16,0.601794,0.233568,0.233568,0.142987
5689.17,0.599841,0.255052,0.255052,0.091229
5689.18,0.598865,0.2697,0.2697,0.030683
5689.19,0.599841,0.278489,0.278489,-0.002521
5689.2,0.600818,0.279466,0.279466,-0.047442
5689.21,0.600818,0.276536,0.276536,-0.081622
5689.22,0.601794,0.268724,0.268724,-0.107989
5689.23,0.600818,0.253099,0.253099,-0.123614
5689.24,0.599841,0.224778,0.224778,-0.143146
5689.25,0.599841,0.177903,0.177903,-0.154864
5689.26,0.600818,0.135911,0.135911,-0.1617
5689.27,0.602771,0.095872,0.095872,-0.160724
5689.28,0.600818,0.055833,0.055833,-0.155841
5689.29,0.599841,0.009935,0.009935,-0.145099
5689.3,0.598865,-0.03694,-0.03694,-0.128497
5689.31,0.600818,-0.079909,-0.079909,-0.106036
5689.32,0.602771,-0.125807,-0.125807,-0.080646
5689.33,0.601794,-0.137526,-0.137526,-0.060138
5689.34,0.599841,-0.155104,-0.155104,-0.052325
5689.35,0.599841,-0.200026,-0.200026,-0.60506
5689.36,0.599841,-0.191237,-0.191237,-0.57381
5689.37,0.601794,-0.175612,-0.175612,0.079511
5689.38,0.600818,-0.159011,-0.159011,0.122479
5689.39,0.600818,-0.144362,-0.144362,0.169354
5689.4,0.599841,-0.110182,-0.110182,0.239667
5689.41,0.599841,-0.075026,-0.075026,0.268964
5689.42,0.601794,-0.034987,-0.034987,0.288495
5689.43,0.602771,-0.017409,-0.017409,0.299237
5689.44,0.600818,0.024583,0.024583,0.303144
5689.45,0.599841,0.081224,0.081224,0.296308
5689.46,0.600818,0.126146,0.126146,0.284589
5689.47,0.602771,0.165208,0.165208,-1.541583
5689.48,0.605701,0.193528,0.193528,-7.004474
5689.49,0.601794,0.218919,0.218919,0.160565
5689.5,0.598865,0.243333,0.243333,0.108808
5689.51,0.598865,0.257982,0.257982,0.062909
5689.52,0.600818,0.2697,0.2697,0.017011
5689.53,0.601794,0.27263,0.27263,-0.030841
5689.54,0.599841,0.273607,0.273607,-0.06795
5689.55,0.598865,0.268724,0.268724,-0.094317
5689.56,0.600818,0.258958,0.258958,-0.109942
5689.57,0.596912,0.211107,0.211107,-0.13338
5689.58,0.600818,0.21306,0.21306,-0.147052
5689.59,0.600818,0.157396,0.157396,-0.155841
5689.6,0.599841,0.112474,0.112474,-0.160724
5689.61,0.597888,0.072435,0.072435,-0.156817
5689.62,0.601794,0.027513,0.027513,-0.146075
5689.63,0.602771,-0.017409,-0.017409,-0.131427
5689.64,0.601794,-0.061354,-0.061354,-0.111896
5689.65,0.600818,-0.103347,-0.103347,-0.088458
5689.66,0.599841,-0.13655,-0.13655,-0.058185
5689.67,0.600818,-0.137526,-0.137526,-0.058185
5689.68,0.600818,-0.19319,-0.19319,-0.00838
5689.69,0.602771,-0.192214,-0.192214,-2.428302
5689.7,0.600818,-0.176589,-0.176589,-0.557208
5689.71,0.598865,-0.162917,-0.162917,0.108808
5689.72,0.598865,-0.152175,-0.152175,0.148847
5689.73,0.600818,-0.122878,-0.122878,0.220136
5689.74,0.601794,-0.089675,-0.089675,0.260175
5689.75,0.600818,-0.049636,-0.049636,0.282636
5689.76,0.598865,-0.009597,-0.009597,0.297284
5689.77,0.597888,0.034349,0.034349,0.302167
5689.78,0.601794,0.072435,0.072435,0.300214
5689.79,0.600818,0.111497,0.111497,0.289472
5689.8,0.600818,0.148607,0.148607,0.274823
5689.81,0.599841,0.182786,0.182786,-6.990802
5689.82,0.597888,0.21306,0.21306,-1.624591
5689.83,0.601794,0.235521,0.235521,0.122479
5689.84,0.600818,0.255052,0.255052,0.062909
5689.85,0.601794,0.266771,0.266771,0.028729
5689.86,0.599841,0.274583,0.274583,-0.019122
5689.87,0.599841,0.274583,0.274583,-0.057208
5689.88,0.598865,0.2697,0.2697,-0.086505
5689.89,0.601794,0.260911,0.260911,-0.112872
5689.9,0.601794,,0,-0.125567
5689.91,0.600818,0.216966,0.216966,-0.143146
5689.92,0.598865,0.164232,0.164232,-0.154864
5689.93,0.598865,0.126146,0.126146,-0.160724
5689.94,0.600818,0.086107,0.086107,-0.157794
5689.95,0.602771,0.044114,0.044114,-0.149981
5689.96,0.601794,0.002122,0.002122,-0.13631
5689.97,0.597888,-0.043776,-0.043776,-0.119708
5689.98,0.598865,-0.085768,-0.085768,-0.098224
5689.99,0.600818,-0.128737,-0.128737,-0.071856
5690,0.600818,-0.129714,-0.129714,-0.048419
5690.01,0.600818,-0.172682,-0.172682,-0.029864
5690.02,0.600818,-0.190261,-0.190261,-1.819903
5690.03,0.597888,-0.188307,-0.188307,0.041425
5690.04,0.599841,-0.170729,-0.170729,0.089276
5690.05,0.601794,-0.159011,-0.159011,0.131269
5690.06,0.601794,-0.138503,-0.138503,0.17619
5690.07,0.598865,-0.098464,-0.098464,0.248456
5690.08,0.598865,-0.065261,-0.065261,0.271894
5690.09,0.601794,-0.029128,-0.029128,0.289472
5690.1,0.601794,-0.010573,-0.010573,0.300214
5690.11,0.600818,0.029466,0.029466,0.30119
5690.12,0.599841,0.100755,0.100755,0.293378
5690.13,0.597888,0.137864,0.137864,0.266034
5690.14,0.600818,0.173997,0.173997,-5.160724
5690.15,0.601794,0.203294,0.203294,-8.807208
5690.16,0.600818,0.232591,0.232591,0.14494
5690.17,0.601794,0.252122,0.252122,0.08244
5690.18,0.599841,0.267747,0.267747,0.040448
5690.19,0.598865,0.27556,0.27556,0.004315
5690.2,0.601794,0.276536,0.276536,-0.045489
5690.21,0.602771,0.273607,0.273607,-0.079669
5690.22,0.601794,0.265794,0.265794,-0.110919
5690.23,0.597888,0.252122,0.252122,-0.115802
5690.24,0.599841,0.201341,0.201341,-0.139239
5690.25,0.601794,0.177903,0.177903,-0.150958
5690.26,0.601794,0.135911,0.135911,-0.156817
5690.27,0.599841,0.099778,0.099778,-0.158771
5690.28,0.598865,0.060716,0.060716,-0.153888
5690.29,0.599841,0.013841,0.013841,-0.142169
5690.3,0.599841,-0.028151,-0.028151,-0.123614
5690.31,0.602771,-0.075026,-0.075026,-0.106036
5690.32,0.600818,-0.115065,-0.115065,-0.081622
5690.33,0.599841,-0.145339,-0.145339,-0.051349
5690.34,0.598865,-0.146315,-0.146315,-0.054278
5690.35,0.600818,-0.19612,-0.19612,-0.000567
5690.36,0.602771,-0.189284,-0.189284,-3.019122
5690.37,0.601794,-0.1678,-0.1678,-8.809161
5690.38,0.599841,-0.157057,-0.157057,-3.448809
5690.39,0.598865,-0.138503,-0.138503,0.17619
5690.4,0.600818,-0.108229,-0.108229,0.234784
5690.41,0.601794,-0.07112,-0.07112,0.264081
5690.42,0.600818,-0.035964,-0.035964,0.283612
5690.43,0.601794,-0.017409,-0.017409,0.294354
5690.44,0.598865,0.026536,0.026536,0.300214
5690.45,0.600818,0.078294,0.078294,0.293378
5690.46,0.599841,0.132982,0.132982,0.270917
5690.47,0.601794,0.169114,0.169114,-1.545489
5690.48,0.601794,0.200364,0.200364,-7.004474
5690.49,0.599841,0.229661,0.229661,0.159589
5690.5,0.598865,0.251146,0.251146,0.093183
5690.51,0.599841,0.268724,0.268724,0.048261
5690.52,0.600818,0.27556,0.27556,0.007245
5690.53,0.601794,0.283372,0.283372,-0.030841
5690.54,0.601794,0.279466,0.279466,-0.076739
5690.55,0.598865,0.27263,0.27263,-0.0992
5690.56,0.599841,0.255052,0.255052,-0.110919
5690.57,0.599841,0.215013,0.215013,-0.135333
5690.58,0.602771,0.191575,0.191575,-0.149005
5690.59,0.602771,0.148607,0.148607,-0.157794
5690.6,0.600818,0.115403,0.115403,-0.160724
5690.61,0.599841,0.072435,0.072435,-0.158771
5690.62,0.598865,0.030443,0.030443,-0.149981
5690.63,0.602771,-0.017409,-0.017409,-0.13338
5690.64,0.600818,-0.060378,-0.060378,-0.114825
5690.65,0.600818,-0.101393,-0.101393,-0.094317
5690.66,0.598865,-0.138503,-0.138503,-0.064044
5690.67,0.599841,-0.139479,-0.139479,-0.055255
5690.68,0.600818,-0.192214,-0.192214,-0.014239
5690.69,0.600818,-0.184401,-0.184401,-1.807208
5690.7,0.602771,-0.179518,-0.179518,-1.155841
5690.71,0.599841,-0.166823,-0.166823,0.112714
5690.72,0.598865,-0.145339,-0.145339,0.161542
5690.73,0.598865,-0.114089,-0.114089,0.203534
5690.74,0.601794,-0.079909,-0.079909,0.249433
5690.75,0.600818,-0.056472,-0.056472,0.277753
5690.76,0.599841,-0.027175,-0.027175,0.291425
5690.77,0.598865,0.014818,0.014818,0.297284
5690.78,0.599841,0.062669,0.062669,0.296308
5690.79,0.600818,0.125169,0.125169,0.2758
5690.8,0.599841,0.164232,0.164232,0.263104
5690.81,0.600818,0.196458,0.196458,-6.991778
5690.82,0.599841,0.222825,0.222825,-8.807208
5690.83,0.598865,0.249193,0.249193,0.126386
5690.84,0.599841,0.265794,0.265794,0.059979
5690.85,0.602771,0.276536,0.276536,0.017987
5690.86,0.601794,0.282396,0.282396,-0.018146
5690.87,0.598865,0.283372,0.283372,-0.062091
5690.88,0.598865,0.277513,0.277513,-0.086505
5690.89,0.600818,0.267747,0.267747,-0.113849
5690.9,0.602771,0.221849,0.221849,-0.132403
5690.91,0.599841,0.2072,0.2072,-0.153888
5690.92,0.599841,0.164232,0.164232,-0.162677
5690.93,0.599841,0.123216,0.123216,-0.165606
5690.94,0.600818,0.0822,0.0822,-0.1617
5690.95,0.603748,0.038255,0.038255,-0.156817
5690.96,0.601794,-0.003737,-0.003737,-0.143146
5690.97,0.600818,-0.051589,-0.051589,-0.123614
5690.98,0.597888,-0.095534,-0.095534,-0.101153
5690.99,0.601794,-0.138503,-0.138503,-0.072833
5691,0.601794,-0.13655,-0.13655,-0.051349
5691.01,0.600818,-0.185378,-0.185378,-0.031817
5691.02,0.599841,-0.188307,-0.188307,-1.819903
5691.03,0.599841,-0.181472,-0.181472,-2.447833
5691.04,0.600818,-0.172682,-0.172682,0.089276
5691.05,0.601794,-0.157057,-0.157057,0.186933
5691.06,0.601794,-0.128737,-0.128737,0.197675
5691.07,0.599841,-0.091628,-0.091628,0.247479
5691.08,0.598865,-0.057448,-0.057448,0.2758
5691.09,0.600818,-0.040847,-0.040847,0.292401
5691.1,0.601794,0.001146,0.001146,0.302167
5691.11,0.599841,0.043138,0.043138,0.302167
5691.12,0.600818,0.112474,0.112474,0.293378
5691.13,0.600818,0.151536,0.151536,0.274823
5691.14,0.599841,0.184739,0.184739,-1.545489
5691.15,0.602771,0.215013,0.215013,-5.208575
5691.16,0.600818,0.237474,0.237474,0.14787
5691.17,0.598865,0.258958,0.258958,0.084394
5691.18,0.599841,0.270677,0.270677,0.032636
5691.19,0.600818,0.279466,0.279466,-0.000567
5691.2,0.601794,0.279466,0.279466,-0.045489
5691.21,0.598865,0.27556,0.27556,-0.085528
5691.22,0.599841,0.266771,0.266771,-0.109942
5691.23,0.599841,0.24431,0.24431,-0.121661
5691.24,0.602771,0.218919,0.218919,-0.142169
5691.25,0.601794,0.168138,0.168138,-0.155841
5691.26,0.601794,0.130052,0.130052,-0.1617
5691.27,0.598865,0.090989,0.090989,-0.162677
5691.28,0.598865,0.051927,0.051927,-0.156817
5691.29,0.599841,0.005052,0.005052,-0.144122
5691.3,0.601794,-0.038893,-0.038893,-0.127521
5691.31,0.600818,-0.084792,-0.084792,-0.107013
5691.32,0.597888,-0.124831,-0.124831,-0.079669
5691.33,0.593982,-0.135573,-0.135573,-0.047442
5691.34,0.600818,-0.16194,-0.16194,-0.043536
5691.35,0.601794,-0.201979,-0.201979,-0.607989
5691.36,0.600818,-0.191237,-0.191237,-3.053302
5691.37,0.599841,-0.165847,-0.165847,0.08244
5691.38,0.598865,-0.154128,-0.154128,0.178144
5691.39,0.601794,-0.137526,-0.137526,0.180097
5691.4,0.601794,-0.1053,-0.1053,0.243573
5691.41,0.599841,-0.076003,-0.076003,0.271894
5691.42,0.599841,-0.052565,-0.052565,0.290448
5691.43,0.599841,-0.010573,-0.010573,0.30119
5691.44,0.599841,0.029466,0.029466,0.305097
5691.45,0.601794,0.08513,0.08513,0.300214
5691.46,0.602771,0.136888,0.136888,0.276776
5691.47,0.599841,0.173021,0.173021,0.26994
5691.48,0.599841,0.204271,0.204271,0.217206
5691.49,0.601794,0.227708,0.227708,0.161542
5691.5,0.600818,0.249193,0.249193,0.106854
5691.51,0.599841,0.265794,0.265794,0.05705
5691.52,0.599841,0.273607,0.273607,0.014081
5691.53,0.598865,0.278489,0.278489,-0.030841
5691.54,0.600818,0.273607,0.273607,-0.068927
5691.55,0.601794,0.268724,0.268724,-0.0992
5691.56,0.600818,0.254075,0.254075,-0.120685
5691.57,0.597888,0.204271,0.204271,-0.13631
5691.58,0.600818,0.198411,0.198411,-0.150958
5691.59,0.601794,0.139818,0.139818,-0.158771
5691.6,0.601794,0.103685,0.103685,-0.159747
5691.61,0.599841,0.062669,0.062669,-0.153888
5691.62,0.598865,0.02263,0.02263,-0.146075
5691.63,0.600818,-0.025222,-0.025222,-0.13045
5691.64,0.601794,-0.070143,-0.070143,-0.108966
5691.65,0.601794,-0.113112,-0.113112,-0.085528
5691.66,0.599841,-0.140456,-0.140456,-0.057208
5691.67,0.599841,-0.146315,-0.146315,-0.053302
5691.68,0.600818,-0.191237,-0.191237,-0.004474
5691.69,0.600818,-0.186354,-0.186354,-2.446856
5691.7,0.601794,-0.181472,-0.181472,-2.967364
5691.71,0.600818,-0.1678,-0.1678,0.14494
5691.72,0.597888,-0.148268,-0.148268,0.160565
5691.73,0.599841,-0.115065,-0.115065,0.231854
5691.74,0.601794,-0.077956,-0.077956,0.262128
5691.75,0.601794,-0.051589,-0.051589,0.285565
5691.76,0.599841,-0.027175,-0.027175,0.298261
5691.77,0.598865,0.010911,0.010911,0.30412
5691.78,0.599841,0.05388,0.05388,0.302167
5691.79,0.602771,0.121263,0.121263,0.284589
5691.8,0.601794,0.157396,0.157396,0.277753
5691.81,0.600818,0.190599,0.190599,-8.807208
5691.82,0.598865,0.216966,0.216966,0.17619
5691.83,0.599841,0.24431,0.24431,0.11662
5691.84,0.601794,0.257005,0.257005,0.062909
5691.85,0.601794,0.271654,0.271654,0.024823
5691.86,0.601794,0.27556,0.27556,-0.018146
5691.87,0.598865,0.278489,0.278489,-0.062091
5691.88,0.598865,0.27263,0.27263,-0.082599
5691.89,0.602771,0.260911,0.260911,-0.109942
5691.9,0.601794,0.234544,0.234544,-0.125567
5691.91,0.600818,0.204271,0.204271,-0.145099
5691.92,0.597888,0.177903,0.177903,-0.158771
5691.93,0.600818,0.127122,0.127122,-0.160724
5691.94,0.602771,0.084153,0.084153,-0.153888
5691.95,0.601794,0.042161,0.042161,-0.149981
5691.96,0.599841,0.000169,0.000169,-0.139239
5691.97,0.599841,-0.044753,-0.044753,-0.118731
5691.98,0.599841,-0.088698,-0.088698,-0.096271
5691.99,0.599841,-0.127761,-0.127761,-0.06795
5692,0.602771,-0.157057,-0.157057,-0.064044
5692.01,0.600818,-0.162917,-0.162917,-0.022052
5692.02,0.600818,-0.188307,-0.188307,-1.88045
5692.03,0.599841,-0.180495,-0.180495,-2.472247
5692.04,0.600818,-0.163893,-0.163893,0.106854
5692.05,0.601794,-0.155104,-0.155104,0.158612
5692.06,0.599841,-0.123854,-0.123854,0.218183
5692.07,0.599841,-0.089675,-0.089675,0.253339
5692.08,0.600818,-0.051589,-0.051589,0.2758
5692.09,0.602771,-0.017409,-0.017409,0.292401
5692.1,0.601794,0.006028,0.006028,0.302167
5692.11,0.600818,0.060716,0.060716,0.30119
5692.12,0.598865,0.111497,0.111497,0.284589
5692.13,0.599841,0.148607,0.148607,0.2758
5692.14,0.600818,0.180833,0.180833,-3.361896
5692.15,0.600818,0.211107,0.211107,-8.807208
5692.16,0.600818,0.235521,0.235521,0.142011
5692.17,0.599841,0.255052,0.255052,0.089276
5692.18,0.598865,0.271654,0.271654,0.043378
5692.19,0.601794,0.276536,0.276536,-0.00545
5692.2,0.600818,0.281419,0.281419,-0.051349
5692.21,0.601794,0.27556,0.27556,-0.083575
5692.22,0.598865,0.271654,0.271654,-0.107989
5692.23,0.598865,0.255052,0.255052,-0.123614
5692.24,0.601794,0.219896,0.219896,-0.140216
5692.25,0.601794,0.186693,0.186693,-0.151935
5692.26,0.601794,0.139818,0.139818,-0.1617
5692.27,0.599841,0.101732,0.101732,-0.160724
5692.28,0.598865,0.058763,0.058763,-0.146075
5692.29,0.599841,0.016771,0.016771,-0.143146
5692.3,0.601794,-0.028151,-0.028151,-0.128497
5692.31,0.601794,-0.069167,-0.069167,-0.107013
5692.32,0.600818,-0.116042,-0.116042,-0.080646
5692.33,0.598865,-0.137526,-0.137526,-0.052325
5692.34,0.599841,-0.152175,-0.152175,-0.054278
5692.35,0.602771,-0.195143,-0.195143,-0.003497
5692.36,0.600818,-0.184401,-0.184401,-3.075763
5692.37,0.599841,-0.1678,-0.1678,-3.465411
5692.38,0.598865,-0.149245,-0.149245,0.172284
5692.39,0.601794,-0.13362,-0.13362,0.173261
5692.4,0.601794,-0.100417,-0.100417,0.23869
5692.41,0.600818,-0.064284,-0.064284,0.264081
5692.42,0.601794,-0.029128,-0.029128,0.284589
5692.43,0.598865,-0.003737,-0.003737,0.295331
5692.44,0.600818,0.041185,0.041185,0.298261
5692.45,0.600818,0.100755,0.100755,0.293378
5692.46,0.602771,0.137864,0.137864,0.276776
5692.47,0.600818,0.174974,0.174974,0.263104
5692.48,0.601794,0.206224,0.206224,0.214276
5692.49,0.597888,0.230638,0.230638,0.152753
5692.5,0.599841,0.251146,0.251146,0.104901
5692.51,0.602771,0.264818,0.264818,0.05119
5692.52,0.599841,0.276536,0.276536,0.008222
5692.53,0.602771,0.278489,0.278489,-0.037677
5692.54,0.599841,0.278489,0.278489,-0.080646
5692.55,0.598865,0.2697,0.2697,-0.114825
5692.56,0.600818,0.256029,0.256029,-0.126544
5692.57,0.601794,0.222825,0.222825,-0.139239
5692.58,0.600818,0.201341,0.201341,-0.152911
5692.59,0.601794,0.152513,0.152513,-0.159747
5692.6,0.598865,0.112474,0.112474,-0.162677
5692.61,0.599841,0.073411,0.073411,-0.151935
5692.62,0.601794,0.027513,0.027513,-0.150958
5692.63,0.606677,-0.015456,-0.015456,-0.132403
5692.64,0.601794,-0.061354,-0.061354,-0.114825
5692.65,0.598865,-0.101393,-0.101393,-0.089435
5692.66,0.599841,-0.140456,-0.140456,-0.061114
5692.67,0.600818,-0.140456,-0.140456,-0.054278
5692.68,0.600818,-0.188307,-0.188307,-0.010333
5692.69,0.601794,-0.183425,-0.183425,-2.457599
5692.7,0.601794,-0.172682,-0.172682,-6.528888
5692.71,0.599841,-0.159987,-0.159987,0.128339
5692.72,0.598865,-0.138503,-0.138503,0.154706
5692.73,0.601794,-0.108229,-0.108229,0.217206
5692.74,0.601794,-0.072097,-0.072097,0.259198
5692.75,0.601794,-0.033034,-0.033034,0.278729
5692.76,0.600818,-0.000807,-0.000807,0.292401
5692.77,0.600818,0.023607,0.023607,0.299237
5692.78,0.599841,0.079271,0.079271,0.296308
5692.79,0.599841,0.131028,0.131028,0.284589
5692.8,0.602771,0.165208,0.165208,0.270917
5692.81,0.602771,0.199388,0.199388,-6.989825
5692.82,0.598865,0.225755,0.225755,-5.331622
5692.83,0.599841,0.251146,0.251146,0.110761
5692.84,0.600818,0.262864,0.262864,0.058026
5692.85,0.601794,0.274583,0.274583,0.014081
5692.86,0.601794,0.280443,0.280443,-0.026935
5692.87,0.600818,0.279466,0.279466,-0.065021
5692.88,0.598865,0.271654,0.271654,-0.093341
5692.89,0.599841,0.261888,0.261888,-0.117755
5692.9,0.599841,0.218919,0.218919,-0.131427
5692.91,0.602771,0.211107,0.211107,-0.149005
5692.92,0.601794,0.157396,0.157396,-0.156817
5692.93,0.602771,0.117357,0.117357,-0.1617
5692.94,0.599841,0.077318,0.077318,-0.160724
5692.95,0.599841,0.034349,0.034349,-0.152911
5692.96,0.598865,-0.009597,-0.009597,-0.138263
5692.97,0.602771,-0.056472,-0.056472,-0.118731
5692.98,0.602771,-0.09944,-0.09944,-0.097247
5692.99,0.600818,-0.134597,-0.134597,-0.07088
5693,0.600818,-0.135573,-0.135573,-0.046466
5693.01,0.599841,-0.198073,-0.198073,-0.023028
5693.02,0.600818,-0.189284,-0.189284,-1.207599
5693.03,0.601794,-0.179518,-0.179518,0.05119
5693.04,0.602771,-0.175612,-0.175612,0.092206
5693.05,0.598865,-0.151198,-0.151198,0.131269
5693.06,0.598865,-0.118972,-0.118972,0.20744
5693.07,0.600818,-0.083815,-0.083815,0.248456
5693.08,0.602771,-0.055495,-0.055495,0.276776
5693.09,0.600818,-0.031081,-0.031081,0.294354
5693.1,0.598865,0.010911,0.010911,0.30119
5693.11,0.599841,0.062669,0.062669,0.302167
5693.12,0.600818,0.121263,0.121263,0.287519
5693.13,0.600818,0.154466,0.154466,0.276776
5693.14,0.601794,0.187669,0.187669,-3.360919
5693.15,0.601794,0.215989,0.215989,-8.806231
5693.16,0.600818,0.239427,0.239427,0.138104
5693.17,0.599841,0.257005,0.257005,0.073651
5693.18,0.601794,0.266771,0.266771,0.020917
5693.19,0.601794,0.274583,0.274583,-0.009356
5693.2,0.600818,0.271654,0.271654,-0.052325
5693.21,0.600818,0.266771,0.266771,-0.087481
5693.22,0.597888,0.257005,0.257005,-0.111896
5693.23,0.600818,0.212083,0.212083,-0.127521
5693.24,0.601794,0.203294,0.203294,-0.146075
5693.25,0.601794,0.15056,0.15056,-0.158771
5693.26,0.600818,0.11638,0.11638,-0.165606
5693.27,0.599841,0.077318,0.077318,-0.16463
5693.28,0.598865,0.039232,0.039232,-0.156817
5693.29,0.601794,-0.007643,-0.007643,-0.144122
5693.3,0.601794,-0.050612,-0.050612,-0.127521
5693.31,0.602771,-0.097487,-0.097487,-0.104083
5693.32,0.598865,-0.13655,-0.13655,-0.078692
5693.33,0.599841,-0.144362,-0.144362,-0.051349
5693.34,0.599841,-0.178542,-0.178542,-0.0367
5693.35,0.602771,-0.190261,-0.190261,-0.60213
5693.36,0.601794,-0.187331,-0.187331,-1.782794
5693.37,0.602771,-0.180495,-0.180495,0.081464
5693.38,0.600818,-0.160964,-0.160964,0.167401
5693.39,0.597888,-0.129714,-0.129714,0.180097
5693.4,0.599841,-0.097487,-0.097487,0.24455
5693.41,0.601794,-0.058425,-0.058425,0.270917
5693.42,0.601794,-0.027175,-0.027175,0.288495
5693.43,0.600818,-0.003737,-0.003737,0.302167
5693.44,0.597888,0.055833,0.055833,0.305097
5693.45,0.599841,0.104661,0.104661,0.299237
5693.46,0.601794,0.142747,0.142747,0.279706
5693.47,0.601794,0.174974,0.174974,-3.356036
5693.48,0.600818,0.206224,0.206224,-8.806231
5693.49,0.599841,0.228685,0.228685,-5.228106
5693.5,0.599841,0.249193,0.249193,0.105878
5693.51,0.600818,0.263841,0.263841,0.047284
5693.52,0.602771,0.267747,0.267747,0.013104
5693.53,0.602771,0.270677,0.270677,-0.031817
5693.54,0.601794,0.265794,0.265794,-0.07381
5693.55,0.596912,0.257005,0.257005,-0.095294
5693.56,0.599841,0.233568,0.233568,-0.112872
5693.57,0.601794,0.199388,0.199388,-0.13338
5693.58,0.599841,0.173997,0.173997,-0.155841
5693.59,0.600818,0.126146,0.126146,-0.157794
5693.6,0.599841,0.090989,0.090989,-0.158771
5693.61,0.599841,0.043138,0.043138,-0.150958
5693.62,0.600818,0.006028,0.006028,-0.143146
5693.63,0.601794,-0.038893,-0.038893,-0.127521
5693.64,0.601794,-0.082839,-0.082839,-0.106036
5693.65,0.601794,-0.123854,-0.123854,-0.081622
5693.66,0.594959,-0.145339,-0.145339,-0.050372
