Time,calib,upstream,downstream
5858.57,0.601794,-0.206862,-0.238849
5858.58,0.600818,-0.185378,-0.242755
5858.59,0.600818,-0.159011,-0.244708
5858.6,0.600818,-0.131667,-0.23006
5858.61,0.601794,-0.097487,-0.23006
5858.62,0.601794,-0.062331,-0.213458
5858.63,0.599841,-0.018386,-0.19588
5858.64,0.601794,0.021653,-0.171466
5858.65,0.599841,0.068528,-0.146075
5858.66,0.601794,0.11638,-0.117755
5858.67,0.602771,0.164232,-0.090411
5858.68,0.601794,0.209153,-0.058185
5858.69,0.601794,0.246263,-0.024981
5858.7,0.599841,0.282396,0.007245
5858.71,0.601794,0.312669,0.038495
5858.72,0.600818,0.33513,0.071698
5858.73,0.600818,0.350755,0.103925
5858.74,0.600818,0.362474,0.134198
5858.75,0.600818,0.368333,0.165448
5858.76,0.600818,0.36638,0.193769
5858.77,0.601794,0.362474,0.220136
5858.78,0.600818,0.331224,0.242597
5858.79,0.600818,0.311693,0.265058
5858.8,0.600818,0.294114,0.284589
5858.81,0.600818,0.27556,0.300214
5858.82,0.600818,0.249193,0.315839
5858.83,0.598865,0.228685,0.320722
5858.84,0.600818,0.199388,0.324628
5858.85,0.600818,0.171068,0.320722
5858.86,0.601794,0.134935,0.308026
5858.87,0.599841,0.102708,0.290448
5858.88,0.602771,0.065599,0.267987
5858.89,0.602771,0.023607,0.24162
5858.9,0.599841,0.002122,0.208417
5858.91,0.600818,-0.023268,0.174237
5858.92,0.602771,-0.062331,0.138104
5858.93,0.601794,-0.140456,0.102948
5858.94,0.599841,-0.182448,0.063886
5858.95,0.600818,-0.221511,0.027753
5858.96,0.600818,-0.253737,-0.009356
5858.97,0.601794,-0.250807,-0.03963
5858.98,0.600818,-0.269362,-0.072833
5858.99,0.601794,-0.280104,-0.100177
5859,0.600818,-0.287917,-0.124591
5859.01,0.599841,-0.284987,-0.149005
5859.02,0.602771,-0.281081,-0.170489
5859.03,0.599841,-0.270339,-0.189044
5859.04,0.600818,-0.256667,-0.207599
5859.05,0.600818,-0.241042,-0.225177
5859.06,0.601794,-0.225417,-0.235919
5859.07,0.599841,-0.204909,-0.244708
5859.08,0.602771,-0.182448,-0.246661
5859.09,0.602771,-0.157057,-0.249591
5859.1,0.600818,-0.127761,-0.242755
5859.11,0.600818,-0.094557,-0.232013
5859.12,0.601794,-0.057448,-0.216388
5859.13,0.600818,-0.018386,-0.193927
5859.14,0.601794,0.02556,-0.171466
5859.15,0.600818,0.069505,-0.147052
5859.16,0.599841,0.118333,-0.118731
5859.17,0.600818,0.162278,-0.087481
5859.18,0.599841,0.209153,-0.058185
5859.19,0.601794,0.247239,-0.024005
5859.2,0.599841,0.280443,0.009198
5859.21,0.601794,0.311693,0.043378
5859.22,0.599841,0.331224,0.075604
5859.23,0.600818,0.350755,0.110761
5859.24,0.600818,0.361497,0.142011
5859.25,0.598865,0.370286,0.173261
5859.26,0.600818,0.36638,0.200604
5859.27,0.600818,0.36345,0.230878
5859.28,0.601794,0.337083,0.254315
5859.29,0.600818,0.313646,0.274823
5859.3,0.600818,0.296068,0.295331
5859.31,0.602771,0.276536,0.310956
5859.32,0.599841,0.254075,0.323651
5859.33,0.600818,0.229661,0.325604
5859.34,0.601794,0.203294,0.329511
5859.35,0.602771,0.173021,0.323651
5859.36,0.602771,0.141771,0.310956
5859.37,0.601794,0.105638,0.292401
5859.38,0.599841,0.074388,0.270917
5859.39,0.600818,0.044114,0.240644
5859.4,0.602771,0.021653,0.209394
5859.41,0.599841,-0.00862,0.178144
5859.42,0.599841,-0.055495,0.141034
5859.43,0.600818,-0.107253,0.104901
5859.44,0.600818,-0.171706,0.066815
5859.45,0.600818,-0.213698,0.029706
5859.46,0.600818,-0.246901,-0.007403
5859.47,0.600818,-0.247878,-0.038653
5859.48,0.600818,-0.26155,-0.069903
5859.49,0.601794,-0.273268,-0.098224
5859.5,0.602771,-0.281081,-0.124591
5859.51,0.599841,-0.278151,-0.145099
5859.52,0.599841,-0.272292,-0.16756
5859.53,0.600818,-0.262526,-0.190021
5859.54,0.601794,-0.249831,-0.209552
5859.55,0.600818,-0.237136,-0.22713
5859.56,0.601794,-0.217604,-0.239825
5859.57,0.600818,-0.201003,-0.244708
5859.58,0.599841,-0.175612,-0.246661
5859.59,0.599841,-0.154128,-0.247638
5859.6,0.600818,-0.125807,-0.238849
5859.61,0.601794,-0.094557,-0.23006
5859.62,0.599841,-0.059401,-0.215411
5859.63,0.600818,-0.021315,-0.193927
5859.64,0.599841,0.020677,-0.170489
5859.65,0.600818,0.064622,-0.144122
5859.66,0.600818,0.109544,-0.116778
5859.67,0.599841,0.154466,-0.084552
5859.68,0.600818,0.196458,-0.054278
5859.69,0.600818,0.23845,-0.021075
5859.7,0.601794,0.273607,0.014081
5859.71,0.602771,0.30388,0.046308
5859.72,0.600818,0.326341,0.077558
5859.73,0.601794,0.342943,0.106854
5859.74,0.599841,0.353685,0.141034
5859.75,0.599841,0.36345,0.172284
5859.76,0.600818,0.361497,0.198651
5859.77,0.600818,0.358568,0.226972
5859.78,0.599841,0.321458,0.252362
5859.79,0.600818,0.309739,0.27287
5859.8,0.600818,0.294114,0.292401
5859.81,0.599841,0.274583,0.30705
5859.82,0.600818,0.254075,0.327558
5859.83,0.601794,0.228685,0.33244
5859.84,0.599841,0.203294,0.327558
5859.85,0.600818,0.173021,0.322675
5859.86,0.600818,0.1447,0.310956
5859.87,0.601794,0.108568,0.292401
5859.88,0.599841,0.075364,0.270917
5859.89,0.600818,0.033372,0.243573
5859.9,0.600818,0.023607,0.212323
5859.91,0.600818,-0.004714,0.177167
5859.92,0.599841,-0.069167,0.141034
5859.93,0.600818,-0.113112,0.105878
5859.94,0.600818,-0.174636,0.068769
5859.95,0.599841,-0.213698,0.029706
5859.96,0.599841,-0.244948,-0.006427
5859.97,0.599841,-0.240065,-0.03963
5859.98,0.598865,-0.259596,-0.069903
5859.99,0.599841,-0.271315,-0.097247
5860,0.600818,-0.280104,-0.122638
5860.01,0.599841,-0.278151,-0.147052
5860.02,0.602771,-0.275221,-0.168536
5860.03,0.599841,-0.264479,-0.187091
5860.04,0.601794,-0.253737,-0.207599
5860.05,0.600818,-0.236159,-0.225177
5860.06,0.600818,-0.223464,-0.235919
5860.07,0.600818,-0.201003,-0.243731
5860.08,0.600818,-0.180495,-0.246661
5860.09,0.602771,-0.157057,-0.245685
5860.1,0.602771,-0.128737,-0.240802
5860.11,0.599841,-0.095534,-0.232013
5860.12,0.600818,-0.061354,-0.214435
5860.13,0.600818,-0.022292,-0.19295
5860.14,0.600818,0.020677,-0.170489
5860.15,0.600818,0.062669,-0.144122
5860.16,0.600818,0.111497,-0.114825
5860.17,0.599841,0.158372,-0.086505
5860.18,0.601794,0.203294,-0.055255
5860.19,0.600818,0.239427,-0.023028
5860.2,0.598865,0.277513,0.010175
5860.21,0.602771,0.30681,0.044354
5860.22,0.600818,0.330247,0.079511
5860.23,0.600818,0.346849,0.110761
5860.24,0.600818,0.358568,0.142011
5860.25,0.601794,0.36345,0.172284
5860.26,0.599841,0.367357,0.201581
5860.27,0.600818,0.358568,0.226972
5860.28,0.600818,0.336107,0.253339
5860.29,0.600818,0.311693,0.2758
5860.3,0.602771,0.296068,0.288495
5860.31,0.600818,0.273607,0.309003
5860.32,0.600818,0.255052,0.319745
5860.33,0.601794,0.229661,0.328534
5860.34,0.601794,0.204271,0.328534
5860.35,0.600818,0.174974,0.327558
5860.36,0.599841,0.143724,0.314862
5860.37,0.601794,0.109544,0.298261
5860.38,0.600818,0.074388,0.2758
5860.39,0.599841,0.054857,0.249433
5860.4,0.601794,0.015794,0.217206
5860.41,0.600818,-0.026198,0.185956
5860.42,0.601794,-0.045729,0.145917
5860.43,0.600818,-0.097487,0.109784
5860.44,0.600818,-0.173659,0.072675
5860.45,0.600818,-0.213698,0.035565
5860.46,0.602771,-0.240065,-0.001544
5860.47,0.601794,-0.242995,-0.035724
5860.48,0.600818,-0.262526,-0.065021
5860.49,0.601794,-0.275221,-0.094317
5860.5,0.601794,-0.280104,-0.118731
5860.51,0.599841,-0.280104,-0.142169
5860.52,0.600818,-0.275221,-0.165606
5860.53,0.601794,-0.268386,-0.186114
5860.54,0.600818,-0.254714,-0.204669
5860.55,0.600818,-0.242018,-0.225177
5860.56,0.600818,-0.222487,-0.233966
5860.57,0.599841,-0.208815,-0.244708
5860.58,0.599841,-0.185378,-0.247638
5860.59,0.601794,-0.16194,-0.250567
5860.6,0.599841,-0.13362,-0.244708
5860.61,0.600818,-0.103347,-0.234942
5860.62,0.600818,-0.06819,-0.219317
5860.63,0.602771,-0.030104,-0.200763
5860.64,0.600818,0.011888,-0.176349
5860.65,0.602771,0.057786,-0.150958
5860.66,0.599841,0.101732,-0.123614
5860.67,0.600818,0.151536,-0.094317
5860.68,0.600818,0.194505,-0.066974
5860.69,0.600818,0.236497,-0.030841
5860.7,0.600818,0.271654,0.003339
5860.71,0.601794,0.30095,0.036542
5860.72,0.602771,0.325364,0.069745
5860.73,0.600818,0.345872,0.104901
5860.74,0.602771,0.356614,0.136151
5860.75,0.602771,0.364427,0.170331
5860.76,0.600818,0.364427,0.202558
5860.77,0.602771,0.360521,0.230878
5860.78,0.602771,0.3322,0.256269
5860.79,0.599841,0.311693,0.278729
5860.8,0.601794,0.297044,0.299237
5860.81,0.601794,0.277513,0.312909
5860.82,0.599841,0.256029,0.330487
5860.83,0.601794,0.234544,0.331464
5860.84,0.600818,0.209153,0.33537
5860.85,0.601794,0.17888,0.331464
5860.86,0.601794,0.14763,0.320722
5860.87,0.602771,0.11345,0.30412
5860.88,0.601794,0.077318,0.279706
5860.89,0.601794,0.046068,0.253339
5860.9,0.601794,0.016771,0.222089
5860.91,0.601794,-0.027175,0.187909
5860.92,0.602771,-0.043776,0.149823
5860.93,0.601794,-0.085768,0.112714
5860.94,0.600818,-0.147292,0.074628
5860.95,0.601794,-0.210768,0.037519
5860.96,0.601794,-0.242018,0.001386
5860.97,0.601794,-0.240065,-0.032794
5860.98,0.600818,-0.259596,-0.062091
5860.99,0.600818,-0.271315,-0.093341
5861,0.599841,-0.281081,-0.118731
5861.01,0.601794,-0.279128,-0.143146
5861.02,0.599841,-0.275221,-0.16463
5861.03,0.601794,-0.265456,-0.186114
5861.04,0.599841,-0.256667,-0.203692
5861.05,0.600818,-0.242018,-0.221271
5861.06,0.601794,-0.226393,-0.234942
5861.07,0.600818,-0.205886,-0.240802
5861.08,0.600818,-0.187331,-0.246661
5861.09,0.600818,-0.162917,-0.247638
5861.1,0.598865,-0.137526,-0.241778
5861.11,0.600818,-0.106276,-0.232989
5861.12,0.600818,-0.073073,-0.217364
5861.13,0.600818,-0.033034,-0.197833
5861.14,0.601794,0.007005,-0.175372
5861.15,0.600818,0.05388,-0.151935
5861.16,0.601794,0.098802,-0.122638
5861.17,0.599841,0.143724,-0.093341
5861.18,0.600818,0.189622,-0.064044
5861.19,0.600818,0.230638,-0.032794
5861.2,0.601794,0.266771,0.002362
5861.21,0.601794,0.296068,0.034589
5861.22,0.601794,0.321458,0.068769
5861.23,0.600818,0.339036,0.100019
5861.24,0.601794,0.353685,0.132245
5861.25,0.601794,0.358568,0.163495
5861.26,0.601794,0.362474,0.195722
5861.27,0.601794,0.355638,0.222089
5861.28,0.601794,0.340013,0.248456
5861.29,0.602771,0.30681,0.270917
5861.3,0.600818,0.293138,0.290448
5861.31,0.601794,0.27263,0.30412
5861.32,0.600818,0.251146,0.317792
5861.33,0.601794,0.225755,0.324628
5861.34,0.600818,0.200364,0.325604
5861.35,0.600818,0.172044,0.324628
5861.36,0.601794,0.138841,0.312909
5861.37,0.600818,0.106614,0.296308
5861.38,0.600818,0.070482,0.27287
5861.39,0.601794,0.037278,0.247479
5861.4,0.601794,0.027513,0.216229
5861.41,0.600818,-0.025222,0.18205
5861.42,0.602771,-0.056472,0.14494
5861.43,0.600818,-0.108229,0.107831
5861.44,0.600818,-0.166823,0.071698
5861.45,0.599841,-0.213698,0.034589
5861.46,0.597888,-0.240065,0.001386
5861.47,0.599841,-0.242018,-0.033771
5861.48,0.602771,-0.259596,-0.065021
5861.49,0.601794,-0.275221,-0.090411
5861.5,0.600818,-0.280104,-0.116778
5861.51,0.601794,-0.281081,-0.144122
5861.52,0.600818,-0.276198,-0.163653
5861.53,0.600818,-0.268386,-0.186114
5861.54,0.601794,-0.25569,-0.207599
5861.55,0.602771,-0.243972,-0.223224
5861.56,0.600818,-0.225417,-0.237872
5861.57,0.600818,-0.204909,-0.245685
5861.58,0.602771,-0.183425,-0.247638
5861.59,0.600818,-0.159011,-0.248614
5861.6,0.600818,-0.131667,-0.245685
5861.61,0.601794,-0.10237,-0.231036
5861.62,0.600818,-0.06819,-0.216388
5861.63,0.600818,-0.032057,-0.199786
5861.64,0.601794,0.010911,-0.177325
5861.65,0.600818,0.051927,-0.150958
5861.66,0.600818,0.100755,-0.124591
5861.67,0.600818,0.1447,-0.095294
5861.68,0.599841,0.186693,-0.065021
5861.69,0.600818,0.227708,-0.034747
5861.7,0.599841,0.264818,-0.003497
5861.71,0.601794,0.294114,0.031659
5861.72,0.599841,0.318529,0.065839
5861.73,0.600818,0.33806,0.096112
5861.74,0.600818,0.349779,0.129315
5861.75,0.599841,0.359544,0.162519
5861.76,0.601794,0.359544,0.190839
5861.77,0.600818,0.357591,0.220136
5861.78,0.600818,0.326341,0.247479
5861.79,0.600818,0.311693,0.268964
5861.8,0.601794,0.292161,0.287519
5861.81,0.599841,0.27556,0.306073
5861.82,0.600818,0.254075,0.319745
5861.83,0.599841,0.228685,0.323651
5861.84,0.599841,0.202318,0.328534
5861.85,0.599841,0.173997,0.323651
5861.86,0.600818,0.143724,0.313886
5861.87,0.598865,0.112474,0.298261
5861.88,0.598865,0.077318,0.276776
5861.89,0.601794,0.037278,0.249433
5861.9,0.600818,0.037278,0.220136
5861.91,0.599841,-0.001784,0.184979
5861.92,0.600818,-0.062331,0.145917
5861.93,0.600818,-0.100417,0.111737
5861.94,0.598865,-0.1678,0.071698
5861.95,0.601794,-0.205886,0.035565
5861.96,0.601794,-0.237136,0.001386
5861.97,0.601794,-0.235182,-0.033771
5861.98,0.601794,-0.256667,-0.064044
5861.99,0.600818,-0.269362,-0.091388
5862,0.601794,-0.276198,-0.118731
5862.01,0.601794,-0.276198,-0.143146
5862.02,0.601794,-0.275221,-0.163653
5862.03,0.600818,-0.264479,-0.183185
5862.04,0.601794,-0.25569,-0.202716
5862.05,0.599841,-0.242018,-0.220294
5862.06,0.599841,-0.225417,-0.232989
5862.07,0.599841,-0.207839,-0.244708
5862.08,0.600818,-0.186354,-0.246661
5862.09,0.598865,-0.16194,-0.250567
5862.1,0.601794,-0.13362,-0.245685
5862.11,0.601794,-0.103347,-0.235919
5862.12,0.598865,-0.067214,-0.221271
5862.13,0.602771,-0.031081,-0.203692
5862.14,0.600818,0.009935,-0.179278
5862.15,0.601794,0.05388,-0.155841
5862.16,0.599841,0.097825,-0.13045
5862.17,0.600818,0.143724,-0.101153
5862.18,0.600818,0.188646,-0.07088
5862.19,0.600818,0.231614,-0.040606
5862.2,0.601794,0.265794,-0.00838
5862.21,0.601794,0.296068,0.023847
5862.22,0.599841,0.319505,0.056073
5862.23,0.599841,0.340013,0.090253
5862.24,0.599841,0.351732,0.124433
5862.25,0.599841,0.362474,0.156659
5862.26,0.600818,0.362474,0.184979
5862.27,0.600818,0.361497,0.216229
5862.28,0.599841,0.346849,0.24162
5862.29,0.600818,0.315599,0.262128
5862.3,0.600818,0.298997,0.283612
5862.31,0.599841,0.281419,0.302167
5862.32,0.599841,0.258958,0.317792
5862.33,0.598865,0.235521,0.321698
5862.34,0.600818,0.21013,0.326581
5862.35,0.601794,0.18181,0.324628
5862.36,0.601794,0.151536,0.315839
5862.37,0.600818,0.117357,0.30119
5862.38,0.600818,0.084153,0.278729
5862.39,0.601794,0.048997,0.252362
5862.4,0.593005,0.041185,0.223065
5862.41,0.600818,0.002122,0.188886
5862.42,0.596912,-0.044753,0.148847
5862.43,0.599841,-0.098464,0.111737
5862.44,0.599841,-0.153151,0.072675
5862.45,0.599841,-0.198073,0.034589
5862.46,0.600818,-0.233229,-0.001544
5862.47,0.599841,-0.229323,-0.033771
5862.48,0.600818,-0.250807,-0.064044
5862.49,0.599841,-0.264479,-0.091388
5862.5,0.601794,-0.274245,-0.117755
5862.51,0.599841,-0.273268,-0.143146
5862.52,0.600818,-0.270339,-0.165606
5862.53,0.600818,-0.264479,-0.186114
5862.54,0.599841,-0.251784,-0.203692
5862.55,0.601794,-0.239089,-0.2242
5862.56,0.600818,-0.221511,-0.235919
5862.57,0.600818,-0.204909,-0.244708
5862.58,0.600818,-0.180495,-0.247638
5862.59,0.600818,-0.159987,-0.250567
5862.6,0.600818,-0.13069,-0.247638
5862.61,0.599841,-0.10237,-0.236896
5862.62,0.600818,-0.069167,-0.225177
5862.63,0.601794,-0.031081,-0.205646
5862.64,0.602771,0.008958,-0.183185
5862.65,0.600818,0.052903,-0.160724
5862.66,0.600818,0.094896,-0.132403
5862.67,0.599841,0.139818,-0.104083
5862.68,0.600818,0.185716,-0.075763
5862.69,0.599841,0.223802,-0.044513
5862.7,0.601794,0.260911,-0.010333
5862.71,0.600818,0.292161,0.021894
5862.72,0.599841,0.319505,0.05705
5862.73,0.600818,0.337083,0.087323
5862.74,0.598865,0.352708,0.121503
5862.75,0.599841,0.359544,0.155683
5862.76,0.600818,0.359544,0.183026
5862.77,0.601794,0.358568,0.212323
5862.78,0.599841,0.345872,0.239667
5862.79,0.600818,0.313646,0.263104
5862.8,0.600818,0.296068,0.283612
5862.81,0.600818,0.279466,0.303144
5862.82,0.600818,0.256029,0.317792
5862.83,0.598865,0.236497,0.327558
5862.84,0.600818,0.211107,0.328534
5862.85,0.599841,0.182786,0.326581
5862.86,0.600818,0.153489,0.317792
5862.87,0.599841,0.118333,0.305097
5862.88,0.599841,0.08513,0.281659
5862.89,0.601794,0.070482,0.257245
5862.9,0.600818,0.045091,0.225019
5862.91,0.600818,0.000169,0.190839
5862.92,0.600818,-0.034011,0.152753
5862.93,0.601794,-0.085768,0.11369
5862.94,0.601794,-0.159011,0.075604
5862.95,0.596912,-0.195143,0.035565
5862.96,0.600818,-0.231276,0.003339
5862.97,0.600818,-0.228347,-0.029864
5862.98,0.601794,-0.250807,-0.063067
5862.99,0.600818,-0.266432,-0.090411
5863,0.600818,-0.278151,-0.116778
5863.01,0.599841,-0.280104,-0.139239
5863.02,0.601794,-0.279128,-0.160724
5863.03,0.600818,-0.270339,-0.182208
5863.04,0.600818,-0.260573,-0.202716
5863.05,0.599841,-0.247878,-0.221271
5863.06,0.599841,-0.2303,-0.232989
5863.07,0.599841,-0.213698,-0.243731
5863.08,0.600818,-0.19319,-0.246661
5863.09,0.600818,-0.169753,-0.247638
5863.1,0.601794,-0.141432,-0.243731
5863.11,0.601794,-0.111159,-0.232013
5863.12,0.601794,-0.076979,-0.221271
5863.13,0.600818,-0.040847,-0.203692
5863.14,0.602771,0.000169,-0.182208
5863.15,0.599841,0.042161,-0.157794
5863.16,0.599841,0.08806,-0.129474
5863.17,0.601794,0.133958,-0.10213
5863.18,0.600818,0.17888,-0.07088
5863.19,0.599841,0.218919,-0.041583
5863.2,0.600818,0.257982,-0.006427
5863.21,0.602771,0.289232,0.026776
5863.22,0.598865,0.316575,0.059979
5863.23,0.600818,0.339036,0.093183
5863.24,0.601794,0.351732,0.127362
5863.25,0.598865,0.365404,0.162519
5863.26,0.601794,0.364427,0.192792
5863.27,0.600818,0.364427,0.222089
5863.28,0.600818,0.356614,0.248456
5863.29,0.600818,0.333177,0.26994
5863.3,0.600818,0.304857,0.292401
5863.31,0.600818,0.287279,0.308026
5863.32,0.600818,0.263841,0.319745
5863.33,0.599841,0.24138,0.33537
5863.34,0.599841,0.216966,0.334394
5863.35,0.600818,0.186693,0.333417
5863.36,0.600818,0.156419,0.328534
5863.37,0.601794,0.122239,0.311933
5863.38,0.600818,0.089036,0.291425
5863.39,0.600818,0.048021,0.264081
5863.4,0.600818,0.05681,0.234784
5863.41,0.600818,0.010911,0.160565
5863.42,0.600818,-0.030104,0.141034
5863.43,0.600818,-0.088698,0.120526
5863.44,0.600818,-0.147292,0.081464
5863.45,0.601794,-0.195143,0.039472
5863.46,0.600818,-0.2303,0.003339
5863.47,0.601794,-0.239089,-0.028888
5863.48,0.600818,-0.250807,-0.062091
5863.49,0.600818,-0.268386,-0.087481
5863.5,0.599841,-0.278151,-0.112872
5863.51,0.599841,-0.281081,-0.138263
5863.52,0.600818,-0.281081,-0.1617
5863.53,0.599841,-0.269362,-0.179278
5863.54,0.601794,-0.26155,-0.19881
5863.55,0.598865,-0.247878,-0.216388
5863.56,0.601794,-0.232253,-0.229083
5863.57,0.598865,-0.214675,-0.236896
5863.58,0.600818,-0.192214,-0.241778
5863.59,0.598865,-0.168776,-0.241778
5863.6,0.599841,-0.142409,-0.238849
5863.61,0.600818,-0.113112,-0.232013
5863.62,0.601794,-0.080886,-0.215411
5863.63,0.600818,-0.043776,-0.197833
5863.64,0.600818,-0.000807,-0.179278
5863.65,0.601794,0.037278,-0.153888
5863.66,0.601794,0.08513,-0.123614
5863.67,0.600818,0.127122,-0.0992
5863.68,0.600818,0.172044,-0.06795
5863.69,0.601794,0.212083,-0.037677
5863.7,0.601794,0.250169,-0.002521
5863.71,0.600818,0.283372,0.027753
5863.72,0.600818,0.309739,0.062909
5863.73,0.599841,0.3322,0.095136
5863.74,0.600818,0.346849,0.128339
5863.75,0.599841,0.356614,0.162519
5863.76,0.601794,0.361497,0.193769
5863.77,0.598865,0.361497,0.223065
5863.78,0.600818,0.353685,0.248456
5863.79,0.599841,0.323411,0.273847
5863.8,0.599841,0.301927,0.293378
5863.81,0.600818,0.284349,0.309003
5863.82,0.599841,0.262864,0.323651
5863.83,0.600818,0.237474,0.336347
5863.84,0.599841,0.212083,0.33537
5863.85,0.600818,0.183763,0.33537
5863.86,0.599841,0.153489,0.327558
5863.87,0.600818,0.120286,0.313886
5863.88,0.600818,0.084153,0.293378
5863.89,0.600818,0.059739,0.268964
5863.9,0.601794,0.05388,0.236737
5863.91,0.600818,0.003099,0.175214
5863.92,0.600818,-0.049636,0.136151
5863.93,0.600818,-0.076979,0.127362
5863.94,0.600818,-0.143386,0.0883
5863.95,0.600818,-0.195143,0.048261
5863.96,0.599841,-0.229323,0.009198
5863.97,0.600818,-0.246901,-0.024981
5863.98,0.600818,-0.252761,-0.055255
5863.99,0.599841,-0.267409,-0.084552
5864,0.599841,-0.279128,-0.110919
5864.01,0.600818,-0.284987,-0.134356
5864.02,0.601794,-0.280104,-0.158771
5864.03,0.600818,-0.277175,-0.179278
5864.04,0.599841,-0.266432,-0.19588
5864.05,0.599841,-0.254714,-0.215411
5864.06,0.598865,-0.238112,-0.22713
5864.07,0.599841,-0.221511,-0.235919
5864.08,0.599841,-0.200026,-0.241778
5864.09,0.600818,-0.177565,-0.240802
5864.1,0.600818,-0.152175,-0.239825
5864.11,0.600818,-0.119948,-0.23006
5864.12,0.600818,-0.087722,-0.220294
5864.13,0.599841,-0.047682,-0.19881
5864.14,0.600818,-0.007643,-0.178302
5864.15,0.600818,0.035325,-0.154864
5864.16,0.600818,0.078294,-0.126544
5864.17,0.600818,0.124193,-0.098224
5864.18,0.600818,0.169114,-0.069903
5864.19,0.600818,0.21013,-0.035724
5864.2,0.599841,0.251146,-0.002521
5864.21,0.601794,0.283372,0.029706
5864.22,0.600818,0.312669,0.065839
5864.23,0.599841,0.3322,0.100019
5864.24,0.600818,0.349779,0.132245
5864.25,0.601794,0.358568,0.167401
5864.26,0.599841,0.36345,0.197675
5864.27,0.601794,0.36345,0.225019
5864.28,0.600818,0.354661,0.251386
5864.29,0.599841,0.330247,0.277753
5864.3,0.599841,0.30388,0.295331
5864.31,0.600818,0.285325,0.311933
5864.32,0.601794,0.261888,0.328534
5864.33,0.600818,0.23845,0.33537
5864.34,0.600818,0.211107,0.337323
5864.35,0.601794,0.182786,0.3383
5864.36,0.599841,0.154466,0.327558
5864.37,0.599841,0.120286,0.310956
5864.38,0.599841,0.086107,0.290448
5864.39,0.600818,0.054857,0.265058
5864.4,0.600818,0.028489,0.232831
5864.41,0.600818,-0.00569,0.186933
5864.42,0.599841,-0.047682,0.162519
5864.43,0.601794,-0.093581,0.120526
5864.44,0.602771,-0.157057,0.078534
5864.45,0.599841,-0.195143,0.043378
5864.46,0.600818,-0.228347,0.005292
5864.47,0.601794,-0.226393,-0.030841
5864.48,0.599841,-0.251784,-0.060138
5864.49,0.599841,-0.265456,-0.089435
5864.5,0.600818,-0.277175,-0.114825
5864.51,0.599841,-0.280104,-0.138263
5864.52,0.600818,-0.279128,-0.1617
5864.53,0.600818,-0.271315,-0.182208
5864.54,0.599841,-0.262526,-0.200763
5864.55,0.599841,-0.250807,-0.218341
5864.56,0.600818,-0.233229,-0.232013
5864.57,0.601794,-0.216628,-0.238849
5864.58,0.600818,-0.194167,-0.243731
5864.59,0.602771,-0.170729,-0.244708
5864.6,0.599841,-0.143386,-0.240802
5864.61,0.600818,-0.114089,-0.226153
5864.62,0.599841,-0.079909,-0.220294
5864.63,0.602771,-0.046706,-0.19881
5864.64,0.600818,-0.003737,-0.177325
5864.65,0.600818,0.037278,-0.153888
5864.66,0.600818,0.0822,-0.123614
5864.67,0.601794,0.129075,-0.094317
5864.68,0.601794,0.171068,-0.064044
5864.69,0.599841,0.215989,-0.031817
5864.7,0.601794,0.254075,0.000409
5864.71,0.598865,0.288255,0.036542
5864.72,0.599841,0.313646,0.072675
5864.73,0.597888,0.33806,0.103925
5864.74,0.600818,0.349779,0.138104
5864.75,0.599841,0.361497,0.171308
5864.76,0.600818,0.36638,0.200604
5864.77,0.601794,0.364427,0.228925
5864.78,0.601794,0.359544,0.256269
5864.79,0.600818,0.322435,0.2758
5864.8,0.603748,0.307786,0.293378
5864.81,0.599841,0.284349,0.311933
5864.82,0.598865,0.266771,0.326581
5864.83,0.600818,0.242357,0.334394
5864.84,0.600818,0.220872,0.336347
5864.85,0.600818,0.188646,0.336347
5864.86,0.600818,0.160325,0.325604
5864.87,0.600818,0.129075,0.310956
5864.88,0.599841,0.093919,0.291425
5864.89,0.599841,0.062669,0.263104
5864.9,0.600818,0.047044,0.222089
5864.91,0.599841,0.029466,0.148847
5864.92,0.600818,-0.029128,0.139081
5864.93,0.600818,-0.066237,0.122479
5864.94,0.598865,-0.139479,0.080487
5864.95,0.600818,-0.181472,0.040448
5864.96,0.599841,-0.217604,0.001386
5864.97,0.599841,-0.226393,-0.031817
5864.98,0.600818,-0.240065,-0.065997
5864.99,0.600818,-0.256667,-0.093341
5865,0.599841,-0.267409,-0.119708
5865.01,0.599841,-0.270339,-0.147052
5865.02,0.600818,-0.271315,-0.165606
5865.03,0.598865,-0.263503,-0.188067
5865.04,0.600818,-0.25569,-0.207599
5865.05,0.600818,-0.243972,-0.223224
5865.06,0.600818,-0.228347,-0.236896
5865.07,0.599841,-0.210768,-0.246661
5865.08,0.600818,-0.190261,-0.247638
5865.09,0.600818,-0.165847,-0.250567
5865.1,0.600818,-0.140456,-0.247638
5865.11,0.599841,-0.110182,-0.237872
5865.12,0.600818,-0.076979,-0.221271
5865.13,0.600818,-0.040847,-0.205646
5865.14,0.599841,0.000169,-0.181231
5865.15,0.600818,0.041185,-0.154864
5865.16,0.600818,0.08806,-0.126544
5865.17,0.600818,0.132982,-0.098224
5865.18,0.599841,0.179857,-0.066974
5865.19,0.600818,0.221849,-0.033771
5865.2,0.600818,0.257982,-0.00545
5865.21,0.599841,0.293138,0.034589
5865.22,0.599841,0.320482,0.068769
5865.23,0.600818,0.341966,0.103925
5865.24,0.598865,0.358568,0.135175
