Time,calib,upstream,downstream
5434.24,0.597888,-0.152175,-0.160724
5434.25,0.596912,-0.132643,-0.160724
5434.26,0.600818,-0.110182,-0.158771
5434.27,0.595935,-0.091628,-0.158771
5434.28,0.596912,-0.067214,-0.150958
5434.29,0.597888,-0.040847,-0.143146
5434.3,0.597888,-0.009597,-0.134356
5434.31,0.593005,0.02263,-0.120685
5434.32,0.599841,0.05095,-0.10506
5434.33,0.598865,0.08513,-0.087481
5434.34,0.595935,0.11345,-0.069903
5434.35,0.595935,0.143724,-0.048419
5434.36,0.599841,0.168138,-0.024005
5434.37,0.597888,0.197435,-0.000567
5434.38,0.594959,0.216966,0.020917
5434.39,0.599841,0.235521,0.05119
5434.4,0.598865,0.249193,0.078534
5434.41,0.595935,0.259935,0.105878
5434.42,0.597888,0.265794,0.134198
5434.43,0.599841,0.267747,0.161542
5434.44,0.597888,0.265794,0.184979
5434.45,0.593982,0.261888,0.211347
5434.46,0.596912,0.252122,0.230878
5434.47,0.598865,0.242357,0.248456
5434.48,0.596912,0.224778,0.262128
5434.49,0.594959,0.21013,0.270917
5434.5,0.598865,0.189622,0.2758
5434.51,0.598865,0.170091,0.2758
5434.52,0.596912,0.132982,0.267987
5434.53,0.596912,0.095872,0.256269
5434.54,0.598865,0.062669,0.239667
5434.55,0.599841,0.040208,0.217206
5434.56,0.595935,0.012864,0.191815
5434.57,0.596912,-0.015456,0.164472
5434.58,0.599841,-0.043776,0.137128
5434.59,0.597888,-0.070143,0.104901
5434.6,0.594959,-0.079909,0.073651
5434.61,0.599841,-0.092604,0.042401
5434.62,0.598865,-0.116042,0.009198
5434.63,0.596912,-0.135573,-0.018146
5434.64,0.596912,-0.154128,-0.04256
5434.65,0.600818,-0.169753,-0.066974
5434.66,0.597888,-0.180495,-0.084552
5434.67,0.596912,-0.189284,-0.10213
5434.68,0.597888,-0.194167,-0.115802
5434.69,0.598865,-0.19612,-0.127521
5434.7,0.597888,-0.194167,-0.140216
5434.71,0.594959,-0.189284,-0.148028
5434.72,0.598865,-0.177565,-0.152911
5434.73,0.598865,-0.170729,-0.156817
5434.74,0.596912,-0.155104,-0.162677
5434.75,0.596912,-0.13655,-0.159747
5434.76,0.598865,-0.119948,-0.1617
5434.77,0.599841,-0.094557,-0.157794
5434.78,0.597888,-0.070143,-0.149005
5434.79,0.596912,-0.040847,-0.141192
5434.8,0.598865,-0.012526,-0.135333
5434.81,0.597888,0.023607,-0.123614
5434.82,0.596912,0.052903,-0.109942
5434.83,0.598865,0.086107,-0.090411
5434.84,0.598865,0.117357,-0.072833
5434.85,0.597888,0.148607,-0.051349
5434.86,0.595935,0.17595,-0.025958
5434.87,0.597888,0.203294,-0.000567
5434.88,0.599841,0.224778,0.021894
5434.89,0.596912,0.243333,0.049237
5434.9,0.594959,0.257005,0.079511
5434.91,0.598865,0.267747,0.108808
5434.92,0.598865,0.273607,0.133222
5434.93,0.595935,0.278489,0.159589
5434.94,0.595935,0.276536,0.186933
5434.95,0.600818,0.270677,0.212323
5434.96,0.597888,0.260911,0.231854
5434.97,0.595935,0.251146,0.250409
5434.98,0.597888,0.235521,0.263104
5434.99,0.599841,0.219896,0.273847
5435,0.598865,0.198411,0.274823
5435.01,0.596912,0.17888,0.274823
5435.02,0.596912,0.139818,0.268964
5435.03,0.599841,0.100755,0.257245
5435.04,0.597888,0.074388,0.23869
5435.05,0.596912,0.045091,0.218183
5435.06,0.598865,0.015794,0.193769
5435.07,0.599841,-0.01155,0.165448
5435.08,0.596912,-0.03987,0.135175
5435.09,0.596912,-0.062331,0.103925
5435.1,0.598865,-0.06819,0.072675
5435.11,0.598865,-0.090651,0.040448
5435.12,0.595935,-0.112136,0.010175
5435.13,0.596912,-0.13362,-0.017169
5435.14,0.599841,-0.155104,-0.041583
5435.15,0.598865,-0.1678,-0.063067
5435.16,0.595935,-0.180495,-0.085528
5435.17,0.597888,-0.188307,-0.100177
5435.18,0.599841,-0.194167,-0.115802
5435.19,0.596912,-0.19319,-0.127521
5435.2,0.597888,-0.194167,-0.138263
5435.21,0.599841,-0.188307,-0.144122
5435.22,0.599841,-0.180495,-0.153888
5435.23,0.594959,-0.166823,-0.158771
5435.24,0.597888,-0.157057,-0.160724
5435.25,0.600818,-0.138503,-0.16463
5435.26,0.597888,-0.119948,-0.163653
5435.27,0.595935,-0.092604,-0.160724
5435.28,0.600818,-0.072097,-0.153888
5435.29,0.598865,-0.041823,-0.142169
5435.3,0.593982,-0.012526,-0.132403
5435.31,0.597888,0.0197,-0.121661
5435.32,0.599841,0.049974,-0.111896
5435.33,0.597888,0.083177,-0.095294
5435.34,0.595935,0.11638,-0.075763
5435.35,0.598865,0.146653,-0.055255
5435.36,0.599841,0.172044,-0.030841
5435.37,0.595935,0.201341,-0.006427
5435.38,0.595935,0.220872,0.018964
5435.39,0.599841,0.23845,0.047284
5435.4,0.598865,0.254075,0.075604
5435.41,0.594959,0.266771,0.102948
5435.42,0.597888,0.27263,0.132245
5435.43,0.599841,0.27556,0.160565
5435.44,0.596912,0.274583,0.184979
5435.45,0.595935,0.271654,0.208417
5435.46,0.599841,0.262864,0.232831
5435.47,0.598865,0.252122,0.250409
5435.48,0.595935,0.23845,0.261151
5435.49,0.597888,0.220872,0.270917
5435.5,0.599841,0.198411,0.276776
5435.51,0.597888,0.177903,0.273847
5435.52,0.595935,0.137864,0.267011
5435.53,0.598865,0.101732,0.257245
5435.54,0.600818,0.073411,0.24162
5435.55,0.596912,0.048021,0.217206
5435.56,0.596912,0.018724,0.194745
5435.57,0.600818,-0.01155,0.166425
5435.58,0.597888,-0.037917,0.136151
5435.59,0.594959,-0.067214,0.103925
5435.6,0.597888,-0.065261,0.075604
5435.61,0.600818,-0.090651,0.044354
5435.62,0.597888,-0.113112,0.013104
5435.63,0.595935,-0.131667,-0.015216
5435.64,0.599841,-0.150222,-0.03963
5435.65,0.597888,-0.165847,-0.061114
5435.66,0.594959,-0.175612,-0.081622
5435.67,0.597888,-0.186354,-0.098224
5435.68,0.600818,-0.190261,-0.111896
5435.69,0.596912,-0.195143,-0.122638
5435.7,0.595935,-0.191237,-0.134356
5435.71,0.599841,-0.187331,-0.141192
5435.72,0.598865,-0.179518,-0.147052
5435.73,0.596912,-0.1678,-0.154864
5435.74,0.596912,-0.154128,-0.154864
5435.75,0.598865,-0.141432,-0.154864
5435.76,0.597888,-0.117995,-0.155841
5435.77,0.596912,-0.095534,-0.149005
5435.78,0.596912,-0.070143,-0.142169
5435.79,0.599841,-0.0428,-0.140216
5435.8,0.597888,-0.010573,-0.13045
5435.81,0.595935,0.017747,-0.119708
5435.82,0.597888,0.049974,-0.104083
5435.83,0.599841,0.080247,-0.087481
5435.84,0.597888,0.114427,-0.07088
5435.85,0.594959,0.1447,-0.049396
5435.86,0.597888,0.172044,-0.024005
5435.87,0.600818,0.198411,-0.002521
5435.88,0.596912,0.221849,0.023847
5435.89,0.595935,0.239427,0.05119
5435.9,0.599841,0.254075,0.077558
5435.91,0.597888,0.264818,0.106854
5435.92,0.594959,0.273607,0.132245
5435.93,0.598865,0.27556,0.160565
5435.94,0.599841,0.274583,0.185956
5435.95,0.597888,0.271654,0.209394
5435.96,0.596912,0.264818,0.232831
5435.97,0.600818,0.254075,0.250409
5435.98,0.597888,0.239427,0.259198
5435.99,0.596912,0.223802,0.26994
5436,0.597888,0.201341,0.27287
5436.01,0.600818,0.182786,0.27287
5436.02,0.596912,0.141771,0.263104
5436.03,0.597888,0.106614,0.254315
5436.04,0.599841,0.078294,0.235761
5436.05,0.598865,0.052903,0.211347
5436.06,0.595935,0.023607,0.187909
5436.07,0.597888,-0.003737,0.160565
5436.08,0.601794,-0.034011,0.133222
5436.09,0.596912,-0.058425,0.098065
5436.1,0.595935,-0.062331,0.069745
5436.11,0.598865,-0.081862,0.039472
5436.12,0.598865,-0.1053,0.007245
5436.13,0.596912,-0.122878,-0.020099
5436.14,0.597888,-0.143386,-0.044513
5436.15,0.600818,-0.158034,-0.065021
5436.16,0.598865,-0.169753,-0.086505
5436.17,0.595935,-0.176589,-0.103106
5436.18,0.597888,-0.182448,-0.115802
5436.19,0.599841,-0.184401,-0.125567
5436.2,0.598865,-0.182448,-0.137286
5436.21,0.595935,-0.174636,-0.147052
5436.22,0.597888,-0.169753,-0.151935
5436.23,0.599841,-0.159011,-0.154864
5436.24,0.596912,-0.146315,-0.160724
5436.25,0.595935,-0.128737,-0.160724
5436.26,0.597888,-0.112136,-0.157794
5436.27,0.599841,-0.087722,-0.155841
5436.28,0.596912,-0.064284,-0.151935
5436.29,0.596912,-0.034011,-0.139239
5436.3,0.600818,-0.00862,-0.135333
5436.31,0.598865,0.024583,-0.116778
5436.32,0.596912,0.05388,-0.107013
5436.33,0.596912,0.086107,-0.089435
5436.34,0.598865,0.115403,-0.068927
5436.35,0.596912,0.149583,-0.049396
5436.36,0.595935,0.173021,-0.024005
5436.37,0.598865,0.198411,0.002362
5436.38,0.599841,0.218919,0.0258
5436.39,0.596912,0.240403,0.055097
5436.4,0.594959,0.251146,0.08244
5436.41,0.598865,0.263841,0.111737
5436.42,0.599841,0.270677,0.137128
5436.43,0.596912,0.276536,0.165448
5436.44,0.596912,0.27263,0.190839
5436.45,0.600818,0.267747,0.216229
5436.46,0.598865,0.259935,0.237714
5436.47,0.595935,0.250169,0.255292
5436.48,0.595935,0.235521,0.268964
5436.49,0.600818,0.219896,0.279706
5436.5,0.600818,0.199388,0.282636
5436.51,0.595935,0.180833,0.280683
5436.52,0.596912,0.142747,0.273847
5436.53,0.599841,0.102708,0.262128
5436.54,0.597888,0.074388,0.24455
5436.55,0.595935,0.048021,0.223065
5436.56,0.598865,0.016771,0.198651
5436.57,0.598865,-0.00862,0.170331
5436.58,0.597888,-0.037917,0.140058
5436.59,0.594959,-0.064284,0.108808
5436.6,0.598865,-0.062331,0.077558
5436.61,0.598865,-0.084792,0.044354
5436.62,0.595935,-0.110182,0.015058
5436.63,0.596912,-0.128737,-0.013263
5436.64,0.599841,-0.148268,-0.038653
5436.65,0.598865,-0.160964,-0.061114
5436.66,0.595935,-0.173659,-0.082599
5436.67,0.598865,-0.181472,-0.098224
5436.68,0.598865,-0.187331,-0.112872
5436.69,0.596912,-0.187331,-0.126544
5436.7,0.597888,-0.188307,-0.135333
5436.71,0.597888,-0.181472,-0.145099
5436.72,0.599841,-0.175612,-0.150958
5436.73,0.596912,-0.159987,-0.155841
5436.74,0.595935,-0.149245,-0.159747
5436.75,0.598865,-0.13069,-0.159747
5436.76,0.599841,-0.114089,-0.159747
5436.77,0.596912,-0.076979,-0.153888
5436.78,0.596912,-0.053542,-0.153888
5436.79,0.598865,-0.03694,-0.145099
5436.8,0.599841,-0.007643,-0.134356
5436.81,0.595935,0.027513,-0.121661
5436.82,0.596912,0.05681,-0.111896
5436.83,0.598865,0.089036,-0.100177
5436.84,0.599841,0.117357,-0.07381
5436.85,0.594959,0.151536,-0.056231
5436.86,0.598865,0.177903,-0.030841
5436.87,0.599841,0.204271,-0.003497
5436.88,0.598865,0.224778,0.01994
5436.89,0.594959,0.248216,0.046308
5436.9,0.596912,0.257982,0.074628
5436.91,0.599841,0.270677,0.104901
5436.92,0.596912,0.276536,0.131269
5436.93,0.596912,0.281419,0.160565
5436.94,0.597888,0.278489,0.187909
5436.95,0.599841,0.274583,0.212323
5436.96,0.598865,0.266771,0.234784
5436.97,0.595935,0.256029,0.251386
5436.98,0.597888,0.24138,0.267011
5436.99,0.598865,0.222825,0.276776
5437,0.597888,0.204271,0.277753
5437.01,0.596912,0.182786,0.276776
5437.02,0.600818,0.138841,0.278729
5437.03,0.599841,0.103685,0.260175
5437.04,0.595935,0.078294,0.242597
5437.05,0.596912,0.05095,0.221112
5437.06,0.600818,0.02263,0.197675
5437.07,0.597888,-0.006667,0.171308
5437.08,0.596912,-0.034987,0.140058
5437.09,0.596912,-0.063307,0.109784
5437.1,0.600818,-0.072097,0.079511
5437.11,0.598865,-0.086745,0.046308
5437.12,0.595935,-0.106276,0.015058
5437.13,0.596912,-0.127761,-0.01131
5437.14,0.599841,-0.151198,-0.034747
5437.15,0.598865,-0.162917,-0.058185
5437.16,0.594959,-0.173659,-0.078692
5437.17,0.596912,-0.184401,-0.096271
5437.18,0.598865,-0.186354,-0.107013
5437.19,0.595935,-0.191237,-0.120685
5437.2,0.594959,-0.186354,-0.13338
5437.21,0.599841,-0.185378,-0.140216
5437.22,0.598865,-0.177565,-0.146075
5437.23,0.597888,-0.166823,-0.151935
5437.24,0.595935,-0.151198,-0.154864
5437.25,0.597888,-0.137526,-0.154864
5437.26,0.599841,-0.116042,-0.155841
5437.27,0.597888,-0.093581,-0.152911
5437.28,0.595935,-0.06819,-0.145099
5437.29,0.599841,-0.0428,-0.13631
5437.3,0.598865,-0.013503,-0.13045
5437.31,0.595935,0.018724,-0.120685
5437.32,0.595935,0.048997,-0.107013
5437.33,0.600818,0.080247,-0.089435
5437.34,0.597888,0.11345,-0.069903
5437.35,0.595935,0.145677,-0.049396
5437.36,0.598865,0.171068,-0.026935
5437.37,0.600818,0.197435,-0.003497
5437.38,0.595935,0.220872,0.021894
5437.39,0.595935,0.24138,0.047284
5437.4,0.594959,0.254075,0.078534
5437.41,0.599841,0.265794,0.107831
5437.42,0.596912,0.274583,0.134198
5437.43,0.596912,0.278489,0.162519
5437.44,0.599841,0.27556,0.188886
5437.45,0.597888,0.27263,0.215253
5437.46,0.595935,0.265794,0.234784
5437.47,0.596912,0.254075,0.252362
5437.48,0.599841,0.23845,0.267011
5437.49,0.597888,0.224778,0.276776
5437.5,0.594959,0.205247,0.278729
5437.51,0.596912,0.183763,0.277753
5437.52,0.601794,0.158372,0.271894
5437.53,0.597888,0.105638,0.260175
5437.54,0.595935,0.080247,0.24162
5437.55,0.598865,0.051927,0.222089
5437.56,0.600818,0.02263,0.195722
5437.57,0.595935,-0.003737,0.169354
5437.58,0.595935,-0.034011,0.140058
5437.59,0.599841,-0.061354,0.107831
5437.6,0.599841,-0.066237,0.077558
5437.61,0.593982,-0.084792,0.044354
5437.62,0.598865,-0.110182,0.016034
5437.63,0.600818,-0.129714,-0.012286
5437.64,0.598865,-0.150222,-0.038653
5437.65,0.594959,-0.162917,-0.059161
5437.66,0.597888,-0.177565,-0.080646
5437.67,0.599841,-0.187331,-0.098224
5437.68,0.597888,-0.192214,-0.111896
5437.69,0.595935,-0.192214,-0.122638
5437.7,0.598865,-0.194167,-0.13338
5437.71,0.599841,-0.189284,-0.141192
5437.72,0.596912,-0.183425,-0.149005
5437.73,0.594959,-0.169753,-0.152911
5437.74,0.598865,-0.159987,-0.156817
5437.75,0.598865,-0.141432,-0.155841
5437.76,0.595935,-0.122878,-0.156817
5437.77,0.594959,-0.088698,-0.154864
5437.78,0.601794,-0.077956,-0.150958
5437.79,0.597888,-0.046706,-0.134356
5437.8,0.595935,-0.016432,-0.13338
5437.81,0.596912,0.015794,-0.112872
5437.82,0.600818,0.045091,-0.098224
5437.83,0.597888,0.079271,-0.090411
5437.84,0.595935,0.110521,-0.071856
5437.85,0.598865,0.141771,-0.048419
5437.86,0.600818,0.168138,-0.026935
5437.87,0.596912,0.198411,-0.001544
5437.88,0.594959,0.219896,0.023847
5437.89,0.597888,0.239427,0.050214
5437.9,0.599841,0.253099,0.080487
5437.91,0.596912,0.267747,0.109784
5437.92,0.596912,0.27556,0.135175
5437.93,0.598865,0.279466,0.163495
5437.94,0.599841,0.277513,0.188886
5437.95,0.595935,0.276536,0.212323
5437.96,0.595935,0.268724,0.234784
5437.97,0.600818,0.257005,0.252362
5437.98,0.598865,0.24431,0.265058
5437.99,0.594959,0.228685,0.274823
5438,0.597888,0.209153,0.279706
5438.01,0.598865,0.189622,0.277753
5438.02,0.595935,0.159349,0.271894
5438.03,0.594959,0.112474,0.259198
5438.04,0.598865,0.086107,0.243573
5438.05,0.599841,0.052903,0.220136
5438.06,0.596912,0.030443,0.194745
5438.07,0.595935,0.003099,0.168378
5438.08,0.599841,-0.029128,0.138104
5438.09,0.597888,-0.051589,0.108808
5438.1,0.594959,-0.051589,0.075604
5438.11,0.597888,-0.076979,0.043378
5438.12,0.601794,-0.10237,0.014081
5438.13,0.599841,-0.120925,-0.014239
5438.14,0.595935,-0.142409,-0.038653
5438.15,0.598865,-0.159011,-0.062091
5438.16,0.598865,-0.172682,-0.080646
5438.17,0.598865,-0.183425,-0.096271
5438.18,0.595935,-0.187331,-0.113849
5438.19,0.598865,-0.191237,-0.124591
5438.2,0.599841,-0.192214,-0.134356
5438.21,0.597888,-0.185378,-0.141192
5438.22,0.594959,-0.179518,-0.149005
5438.23,0.599841,-0.171706,-0.152911
5438.24,0.598865,-0.159987,-0.154864
5438.25,0.595935,-0.140456,-0.155841
5438.26,0.595935,-0.122878,-0.155841
5438.27,0.600818,-0.101393,-0.151935
5438.28,0.597888,-0.078932,-0.148028
5438.29,0.596912,-0.049636,-0.141192
5438.3,0.597888,-0.021315,-0.132403
5438.31,0.600818,0.008958,-0.114825
5438.32,0.597888,0.041185,-0.107013
5438.33,0.596912,0.073411,-0.090411
5438.34,0.600818,0.105638,-0.071856
5438.35,0.599841,0.135911,-0.049396
5438.36,0.598865,0.163255,-0.025958
5438.37,0.595935,0.191575,-0.001544
5438.38,0.598865,0.211107,0.023847
5438.39,0.598865,0.232591,0.053144
5438.4,0.597888,0.247239,0.080487
5438.41,0.596912,0.262864,0.107831
5438.42,0.599841,0.266771,0.135175
5438.43,0.598865,0.273607,0.163495
5438.44,0.595935,0.274583,0.188886
5438.45,0.595935,0.27263,0.2133
5438.46,0.599841,0.260911,0.236737
5438.47,0.598865,0.255052,0.253339
5438.48,0.596912,0.240403,0.266034
5438.49,0.596912,0.224778,0.276776
5438.5,0.600818,0.203294,0.280683
5438.51,0.596912,0.185716,0.277753
5438.52,0.595935,0.151536,0.270917
5438.53,0.599841,0.114427,0.260175
5438.54,0.599841,0.081224,0.245526
5438.55,0.594959,0.058763,0.223065
5438.56,0.596912,0.029466,0.196698
5438.57,0.599841,0.002122,0.169354
5438.58,0.598865,-0.029128,0.140058
5438.59,0.594959,-0.052565,0.105878
5438.6,0.598865,-0.057448,0.075604
5438.61,0.599841,-0.076979,0.045331
5438.62,0.597888,-0.097487,0.016034
5438.63,0.594959,-0.116042,-0.015216
5438.64,0.598865,-0.139479,-0.038653
5438.65,0.601794,-0.155104,-0.061114
5438.66,0.597888,-0.1678,-0.081622
5438.67,0.594959,-0.175612,-0.101153
5438.68,0.598865,-0.184401,-0.114825
5438.69,0.599841,-0.187331,-0.127521
5438.7,0.595935,-0.183425,-0.138263
5438.71,0.594959,-0.181472,-0.146075
5438.72,0.599841,-0.176589,-0.149981
5438.73,0.597888,-0.16487,-0.156817
5438.74,0.595935,-0.150222,-0.159747
5438.75,0.596912,-0.13655,-0.1617
5438.76,0.601794,-0.117995,-0.159747
5438.77,0.595935,-0.095534,-0.157794
5438.78,0.597888,-0.070143,-0.154864
5438.79,0.599841,-0.0428,-0.144122
5438.8,0.599841,-0.016432,-0.138263
5438.81,0.594959,0.016771,-0.122638
5438.82,0.597888,0.047044,-0.107013
5438.83,0.599841,0.079271,-0.095294
5438.84,0.596912,0.110521,-0.075763
5438.85,0.596912,0.143724,-0.056231
5438.86,0.600818,0.168138,-0.030841
5438.87,0.598865,0.196458,-0.00545
5438.88,0.595935,0.218919,0.018964
5438.89,0.597888,0.237474,0.048261
5438.9,0.600818,0.251146,0.075604
5438.91,0.596912,0.265794,0.105878
5438.92,0.594959,0.274583,0.134198
5438.93,0.597888,0.276536,0.162519
5438.94,0.599841,0.27556,0.189862
5438.95,0.595935,0.27263,0.215253
5438.96,0.597888,0.265794,0.239667
5438.97,0.601794,0.254075,0.256269
5438.98,0.597888,0.240403,0.270917
5438.99,0.594959,0.225755,0.281659
5439,0.597888,0.2072,0.286542
5439.01,0.599841,0.182786,0.286542
5439.02,0.596912,0.164232,0.278729
5439.03,0.594959,0.114427,0.267011
5439.04,0.599841,0.083177,0.250409
5439.05,0.599841,0.055833,0.227948
5439.06,0.595935,0.029466,0.203534
5439.07,0.596912,0.001146,0.17619
5439.08,0.601794,-0.027175,0.146894
5439.09,0.598865,-0.056472,0.11662
5439.1,0.594959,-0.070143,0.083417
5439.11,0.595935,-0.077956,0.052167
5439.12,0.600818,-0.101393,0.024823
5439.13,0.598865,-0.124831,-0.00545
5439.14,0.596912,-0.141432,-0.034747
5439.15,0.598865,-0.159011,-0.058185
5439.16,0.598865,-0.169753,-0.077716
5439.17,0.596912,-0.178542,-0.094317
5439.18,0.594959,-0.183425,-0.109942
5439.19,0.599841,-0.188307,-0.121661
5439.2,0.598865,-0.188307,-0.13045
5439.21,0.595935,-0.184401,-0.141192
5439.22,0.596912,-0.176589,-0.146075
5439.23,0.599841,-0.1678,-0.151935
5439.24,0.600818,-0.154128,-0.154864
5439.25,0.595935,-0.138503,-0.157794
5439.26,0.596912,-0.116042,-0.157794
5439.27,0.598865,-0.087722,-0.149981
5439.28,0.597888,-0.073073,-0.150958
5439.29,0.596912,-0.043776,-0.142169
5439.3,0.597888,-0.013503,-0.132403
5439.31,0.599841,0.014818,-0.121661
5439.32,0.598865,0.048021,-0.111896
5439.33,0.596912,0.078294,-0.096271
5439.34,0.598865,0.108568,-0.077716
5439.35,0.598865,0.138841,-0.059161
5439.36,0.595935,0.168138,-0.035724
5439.37,0.596912,0.193528,-0.010333
5439.38,0.599841,0.216966,0.016034
5439.39,0.597888,0.235521,0.041425
5439.4,0.595935,0.255052,0.071698
5439.41,0.596912,0.264818,0.099042
5439.42,0.598865,0.273607,0.127362
5439.43,0.597888,0.276536,0.153729
5439.44,0.595935,0.278489,0.18205
5439.45,0.598865,0.273607,0.206464
5439.46,0.598865,0.267747,0.230878
5439.47,0.597888,0.255052,0.248456
5439.48,0.594959,0.243333,0.263104
5439.49,0.598865,0.225755,0.2758
5439.5,0.599841,0.208177,0.280683
5439.51,0.599841,0.184739,0.278729
5439.52,0.594959,0.165208,0.274823
5439.53,0.596912,0.110521,0.263104
5439.54,0.599841,0.08513,0.247479
5439.55,0.598865,0.055833,0.227948
5439.56,0.596912,0.029466,0.200604
5439.57,0.596912,0.002122,0.175214
5439.58,0.598865,-0.026198,0.143964
5439.59,0.600818,-0.051589,0.115644
5439.6,0.595935,-0.078932,0.084394
5439.61,0.597888,-0.075026,0.052167
5439.62,0.599841,-0.098464,0.021894
5439.63,0.599841,-0.118972,-0.007403
5439.64,0.595935,-0.138503,-0.028888
5439.65,0.596912,-0.151198,-0.054278
5439.66,0.599841,-0.166823,-0.07381
5439.67,0.596912,-0.173659,-0.090411
5439.68,0.596912,-0.181472,-0.107013
5439.69,0.597888,-0.182448,-0.115802
5439.7,0.599841,-0.183425,-0.127521
5439.71,0.597888,-0.177565,-0.135333
5439.72,0.596912,-0.171706,-0.142169
5439.73,0.597888,-0.16194,-0.147052
5439.74,0.601794,-0.151198,-0.150958
5439.75,0.597888,-0.129714,-0.152911
5439.76,0.596912,-0.116042,-0.151935
5439.77,0.599841,-0.092604,-0.149005
5439.78,0.599841,-0.06819,-0.137286
5439.79,0.596912,-0.03987,-0.141192
5439.8,0.596912,-0.013503,-0.131427
5439.81,0.600818,0.017747,-0.117755
5439.82,0.596912,0.048997,-0.107013
5439.83,0.595935,0.0822,-0.090411
5439.84,0.598865,0.111497,-0.07088
5439.85,0.599841,0.141771,-0.050372
5439.86,0.596912,0.171068,-0.027911
5439.87,0.596912,0.198411,-0.004474
5439.88,0.599841,0.216966,0.023847
5439.89,0.597888,0.23845,0.050214
5439.9,0.595935,0.256029,0.077558
5439.91,0.598865,0.268724,0.105878
5439.92,0.600818,0.273607,0.135175
5439.93,0.595935,0.279466,0.160565
5439.94,0.597888,0.279466,0.187909
5439.95,0.600818,0.274583,0.21037
5439.96,0.598865,0.266771,0.232831
5439.97,0.594959,0.257982,0.251386
5439.98,0.599841,0.243333,0.262128
5439.99,0.601794,0.229661,0.27287
5440,0.597888,0.208177,0.278729
5440.01,0.597888,0.188646,0.277753
5440.02,0.599841,0.163255,0.271894
5440.03,0.599841,0.117357,0.261151
5440.04,0.597888,0.086107,0.24455
5440.05,0.595935,0.054857,0.225995
5440.06,0.601794,0.027513,0.199628
5440.07,0.597888,-0.000807,0.170331
5440.08,0.595935,-0.028151,0.141034
5440.09,0.597888,-0.054518,0.112714
5440.1,0.601794,-0.07112,0.079511
