Time,calib,upstream,downstream
5563.46,0.599841,-0.181472,-0.10213
5563.47,0.598865,-0.184401,-0.131427
5563.48,0.599841,-0.180495,-0.155841
5563.49,0.596912,-0.176589,-0.176349
5563.5,0.597888,-0.168776,-0.190021
5563.51,0.596912,-0.153151,-0.199786
5563.52,0.599841,-0.131667,-0.19295
5563.53,0.599841,-0.107253,-0.190021
5563.54,0.597888,-0.077956,-0.176349
5563.55,0.598865,-0.0428,-0.158771
5563.56,0.594959,-0.00569,-0.132403
5563.57,0.597888,0.029466,-0.10506
5563.58,0.598865,0.066575,-0.071856
5563.59,0.598865,0.101732,-0.0367
5563.6,0.593005,0.139818,-0.001544
5563.61,0.597888,0.172044,0.035565
5563.62,0.596912,0.201341,0.070722
5563.63,0.597888,0.226732,0.106854
5563.64,0.596912,0.249193,0.141034
5563.65,0.598865,0.263841,0.170331
5563.66,0.598865,0.274583,0.200604
5563.67,0.597888,0.281419,0.226972
5563.68,0.596912,0.278489,0.24455
5563.69,0.595935,0.273607,0.258222
5563.7,0.598865,0.258958,0.265058
5563.71,0.597888,0.243333,0.268964
5563.72,0.597888,0.21013,0.263104
5563.73,0.598865,0.171068,0.255292
5563.74,0.598865,0.168138,0.23869
5563.75,0.597888,0.140794,0.217206
5563.76,0.598865,0.087083,0.196698
5563.77,0.596912,0.051927,0.172284
5563.78,0.599841,0.015794,0.148847
5563.79,0.600818,-0.009597,0.100995
5563.8,0.598865,-0.032057,0.036542
5563.81,0.595935,-0.065261,0.008222
5563.82,0.596912,-0.126784,-0.021075
5563.83,0.596912,-0.160964,-0.052325
5563.84,0.598865,-0.158034,-0.083575
5563.85,0.597888,-0.166823,-0.084552
5563.86,0.596912,-0.175612,-0.096271
5563.87,0.597888,-0.182448,-0.126544
5563.88,0.595935,-0.179518,-0.152911
5563.89,0.598865,-0.171706,-0.171466
5563.9,0.598865,-0.16487,-0.186114
5563.91,0.597888,-0.148268,-0.196856
5563.92,0.597888,-0.124831,-0.189044
5563.93,0.597888,-0.100417,-0.184161
5563.94,0.596912,-0.072097,-0.178302
5563.95,0.597888,-0.03987,-0.159747
5563.96,0.598865,0.000169,-0.137286
5563.97,0.600818,0.033372,-0.107013
5563.98,0.596912,0.073411,-0.072833
5563.99,0.598865,0.106614,-0.03963
5564,0.595935,0.1447,-0.006427
5564.01,0.597888,0.177903,0.031659
5564.02,0.596912,0.21013,0.070722
5564.03,0.597888,0.234544,0.107831
5564.04,0.597888,0.260911,0.142011
5564.05,0.597888,0.273607,0.174237
5564.06,0.596912,0.287279,0.204511
5564.07,0.595935,0.292161,0.229901
5564.08,0.595935,0.292161,0.248456
5564.09,0.599841,0.283372,0.264081
5564.1,0.599841,0.271654,0.271894
5564.11,0.597888,0.256029,0.273847
5564.12,0.594959,0.209153,0.267011
5564.13,0.596912,0.198411,0.258222
5564.14,0.595935,0.189622,0.243573
5564.15,0.598865,0.133958,0.223065
5564.16,0.599841,0.097825,0.200604
5564.17,0.598865,0.058763,0.178144
5564.18,0.596912,0.016771,0.1508
5564.19,0.595935,-0.019362,0.124433
5564.2,0.596912,-0.037917,0.075604
5564.21,0.597888,-0.063307,0.012128
5564.22,0.598865,-0.132643,-0.020099
5564.23,0.597888,-0.16487,-0.050372
5564.24,0.595935,-0.16194,-0.082599
5564.25,0.594959,-0.171706,-0.113849
5564.26,0.595935,-0.182448,-0.119708
5564.27,0.600818,-0.188307,-0.129474
5564.28,0.599841,-0.189284,-0.156817
5564.29,0.597888,-0.181472,-0.178302
5564.3,0.597888,-0.160964,-0.193927
5564.31,0.595935,-0.154128,-0.201739
5564.32,0.595935,-0.13362,-0.19881
5564.33,0.597888,-0.106276,-0.190997
5564.34,0.598865,-0.080886,-0.184161
5564.35,0.597888,-0.0428,-0.16463
5564.36,0.596912,-0.010573,-0.137286
5564.37,0.595935,0.028489,-0.109942
5564.38,0.596912,0.064622,-0.076739
5564.39,0.597888,0.100755,-0.041583
5564.4,0.598865,0.135911,-0.002521
5564.41,0.598865,0.172044,0.036542
5564.42,0.597888,0.200364,0.071698
5564.43,0.596912,0.228685,0.107831
5564.44,0.596912,0.250169,0.143964
5564.45,0.595935,0.266771,0.17619
5564.46,0.599841,0.278489,0.203534
5564.47,0.599841,0.281419,0.228925
5564.48,0.597888,0.281419,0.249433
5564.49,0.596912,0.27556,0.262128
5564.5,0.597888,0.264818,0.268964
5564.51,0.597888,0.249193,0.26994
5564.52,0.597888,0.200364,0.267011
5564.53,0.598865,0.189622,0.254315
5564.54,0.597888,0.179857,0.240644
5564.55,0.597888,0.136888,0.222089
5564.56,0.597888,0.093919,0.198651
5564.57,0.595935,0.055833,0.175214
5564.58,0.596912,0.007982,0.151776
5564.59,0.597888,-0.018386,0.114667
5564.6,0.599841,-0.040847,0.063886
5564.61,0.598865,-0.060378,0.012128
5564.62,0.596912,-0.119948,-0.017169
5564.63,0.596912,-0.159011,-0.049396
5564.64,0.595935,-0.16194,-0.079669
5564.65,0.597888,-0.1678,-0.111896
5564.66,0.597888,-0.177565,-0.104083
5564.67,0.599841,-0.183425,-0.125567
5564.68,0.597888,-0.182448,-0.152911
5564.69,0.598865,-0.171706,-0.174396
5564.7,0.596912,-0.159987,-0.189044
5564.71,0.600818,-0.145339,-0.19881
5564.72,0.597888,-0.128737,-0.196856
5564.73,0.599841,-0.1053,-0.19295
5564.74,0.597888,-0.076003,-0.184161
5564.75,0.596912,-0.041823,-0.165606
5564.76,0.597888,-0.007643,-0.143146
5564.77,0.597888,0.029466,-0.113849
5564.78,0.597888,0.064622,-0.082599
5564.79,0.598865,0.101732,-0.045489
5564.8,0.597888,0.137864,-0.012286
5564.81,0.596912,0.170091,0.029706
5564.82,0.595935,0.202318,0.066815
5564.83,0.597888,0.228685,0.101972
5564.84,0.598865,0.249193,0.138104
5564.85,0.597888,0.266771,0.172284
5564.86,0.599841,0.277513,0.198651
5564.87,0.596912,0.283372,0.223065
5564.88,0.595935,0.282396,0.24162
5564.89,0.598865,0.277513,0.254315
5564.9,0.598865,0.261888,0.262128
5564.91,0.597888,0.249193,0.265058
5564.92,0.597888,0.208177,0.258222
5564.93,0.596912,0.188646,0.248456
5564.94,0.595935,0.180833,0.233808
5564.95,0.597888,0.134935,0.214276
5564.96,0.598865,0.08806,0.192792
5564.97,0.598865,0.051927,0.171308
5564.98,0.599841,0.010911,0.146894
5564.99,0.597888,-0.025222,0.111737
5565,0.595935,-0.03694,0.037519
5565.01,0.596912,-0.064284,0.007245
5565.02,0.597888,-0.137526,-0.021075
5565.03,0.598865,-0.165847,-0.049396
5565.04,0.597888,-0.162917,-0.079669
5565.05,0.599841,-0.172682,-0.10213
5565.06,0.595935,-0.181472,-0.093341
5565.07,0.596912,-0.186354,-0.121661
5565.08,0.597888,-0.185378,-0.147052
5565.09,0.599841,-0.171706,-0.16756
5565.1,0.598865,-0.1678,-0.181231
5565.11,0.598865,-0.157057,-0.190021
5565.12,0.595935,-0.131667,-0.190021
5565.13,0.595935,-0.106276,-0.182208
5565.14,0.596912,-0.076003,-0.172442
5565.15,0.598865,-0.044753,-0.154864
5565.16,0.598865,-0.007643,-0.127521
5565.17,0.597888,0.030443,-0.101153
5565.18,0.596912,0.067552,-0.066974
5565.19,0.596912,0.105638,-0.032794
5565.2,0.598865,0.139818,0.004315
5565.21,0.597888,0.173021,0.042401
5565.22,0.599841,0.204271,0.080487
5565.23,0.596912,0.232591,0.115644
5565.24,0.596912,0.253099,0.1508
5565.25,0.596912,0.271654,0.183026
5565.26,0.598865,0.280443,0.21037
5565.27,0.597888,0.287279,0.237714
5565.28,0.597888,0.286302,0.255292
5565.29,0.595935,0.280443,0.267987
5565.3,0.596912,0.267747,0.274823
5565.31,0.598865,0.253099,0.2758
5565.32,0.599841,0.203294,0.26994
5565.33,0.595935,0.196458,0.256269
5565.34,0.596912,0.183763,0.240644
5565.35,0.596912,0.131028,0.219159
5565.36,0.598865,0.087083,0.197675
5565.37,0.598865,0.048997,0.171308
5565.38,0.597888,0.013841,0.135175
5565.39,0.596912,-0.027175,0.096112
5565.4,0.595935,-0.046706,0.042401
5565.41,0.598865,-0.063307,0.001386
5565.42,0.597888,-0.132643,-0.029864
5565.43,0.598865,-0.162917,-0.062091
5565.44,0.597888,-0.16194,-0.092364
5565.45,0.598865,-0.169753,-0.083575
5565.46,0.596912,-0.179518,-0.107013
5565.47,0.598865,-0.185378,-0.132403
5565.48,0.598865,-0.185378,-0.158771
5565.49,0.596912,-0.179518,-0.174396
5565.5,0.596912,-0.168776,-0.190021
5565.51,0.596912,-0.151198,-0.19588
5565.52,0.598865,-0.13069,-0.196856
5565.53,0.598865,-0.103347,-0.184161
5565.54,0.597888,-0.075026,-0.174396
5565.55,0.595935,-0.03987,-0.153888
5565.56,0.597888,-0.004714,-0.13045
5565.57,0.597888,0.032396,-0.101153
5565.58,0.600818,0.068528,-0.06795
5565.59,0.597888,0.105638,-0.030841
5565.6,0.596912,0.142747,0.005292
5565.61,0.595935,0.176927,0.044354
5565.62,0.597888,0.205247,0.081464
5565.63,0.597888,0.231614,0.117597
5565.64,0.599841,0.253099,0.153729
5565.65,0.596912,0.271654,0.185956
5565.66,0.594959,0.283372,0.214276
5565.67,0.597888,0.288255,0.23869
5565.68,0.598865,0.287279,0.256269
5565.69,0.598865,0.277513,0.2758
5565.7,0.597888,0.268724,0.281659
5565.71,0.597888,0.253099,0.282636
5565.72,0.596912,0.214036,0.2758
5565.73,0.597888,0.191575,0.266034
5565.74,0.597888,0.184739,0.251386
5565.75,0.598865,0.1447,0.228925
5565.76,0.596912,0.097825,0.204511
5565.77,0.596912,0.054857,0.180097
5565.78,0.597888,0.009935,0.123456
5565.79,0.598865,-0.019362,0.070722
5565.8,0.597888,-0.027175,0.036542
5565.81,0.598865,-0.07112,0.006269
5565.82,0.595935,-0.13362,-0.025958
5565.83,0.595935,-0.162917,-0.057208
5565.84,0.597888,-0.160964,-0.089435
5565.85,0.599841,-0.1678,-0.091388
5565.86,0.599841,-0.179518,-0.103106
5565.87,0.596912,-0.180495,-0.132403
5565.88,0.597888,-0.181472,-0.158771
5565.89,0.595935,-0.174636,-0.177325
5565.9,0.599841,-0.160964,-0.190997
5565.91,0.598865,-0.141432,-0.196856
5565.92,0.598865,-0.126784,-0.191974
5565.93,0.595935,-0.09944,-0.185138
5565.94,0.596912,-0.072097,-0.176349
5565.95,0.597888,-0.035964,-0.155841
5565.96,0.599841,-0.003737,-0.129474
5565.97,0.597888,0.035325,-0.098224
5565.98,0.597888,0.069505,-0.06795
5565.99,0.596912,0.106614,-0.032794
5566,0.597888,0.141771,0.005292
5566.01,0.597888,0.173997,0.040448
5566.02,0.598865,0.202318,0.078534
5566.03,0.598865,0.230638,0.11369
5566.04,0.596912,0.252122,0.14787
5566.05,0.595935,0.2697,0.177167
5566.06,0.597888,0.279466,0.205487
5566.07,0.596912,0.284349,0.228925
5566.08,0.599841,0.284349,0.247479
5566.09,0.600818,0.276536,0.260175
5566.1,0.596912,0.264818,0.266034
5566.11,0.596912,0.250169,0.267011
5566.12,0.598865,0.202318,0.263104
5566.13,0.598865,0.188646,0.249433
5566.14,0.599841,0.17888,0.236737
5566.15,0.597888,0.132005,0.216229
5566.16,0.596912,0.089036,0.190839
5566.17,0.598865,0.05095,0.167401
5566.18,0.598865,0.009935,0.133222
5566.19,0.599841,-0.019362,0.095136
5566.2,0.598865,-0.034987,0.031659
5566.21,0.598865,-0.073073,-0.001544
5566.22,0.596912,-0.139479,-0.031817
5566.23,0.597888,-0.1678,-0.061114
5566.24,0.597888,-0.158034,-0.095294
5566.25,0.597888,-0.173659,-0.074786
5566.26,0.597888,-0.181472,-0.106036
5566.27,0.599841,-0.189284,-0.13338
5566.28,0.595935,-0.183425,-0.158771
5566.29,0.595935,-0.169753,-0.178302
5566.3,0.596912,-0.156081,-0.190997
5566.31,0.599841,-0.141432,-0.199786
5566.32,0.598865,-0.129714,-0.193927
5566.33,0.597888,-0.103347,-0.186114
5566.34,0.596912,-0.07405,-0.177325
5566.35,0.596912,-0.038893,-0.157794
5566.36,0.595935,-0.004714,-0.13045
5566.37,0.599841,0.032396,-0.100177
5566.38,0.598865,0.065599,-0.065997
5566.39,0.598865,0.105638,-0.028888
5566.4,0.597888,0.140794,0.006269
5566.41,0.594959,0.173997,0.045331
5566.42,0.596912,0.202318,0.084394
5566.43,0.597888,0.230638,0.121503
5566.44,0.598865,0.250169,0.153729
5566.45,0.598865,0.271654,0.184003
5566.46,0.598865,0.279466,0.21037
5566.47,0.596912,0.287279,0.233808
5566.48,0.597888,0.285325,0.253339
5566.49,0.596912,0.277513,0.265058
5566.5,0.597888,0.265794,0.268964
5566.51,0.597888,0.253099,0.267987
5566.52,0.596912,0.212083,0.264081
5566.53,0.594959,0.200364,0.250409
5566.54,0.598865,0.171068,0.232831
5566.55,0.597888,0.132982,0.211347
5566.56,0.599841,0.0822,0.188886
5566.57,0.598865,0.047044,0.166425
5566.58,0.596912,0.001146,0.141034
5566.59,0.595935,-0.031081,0.065839
5566.6,0.597888,-0.0428,0.02287
5566.61,0.597888,-0.069167,-0.007403
5566.62,0.598865,-0.131667,-0.035724
5566.63,0.597888,-0.162917,-0.06795
5566.64,0.597888,-0.160964,-0.100177
5566.65,0.595935,-0.169753,-0.091388
5566.66,0.596912,-0.178542,-0.109942
5566.67,0.598865,-0.184401,-0.139239
5566.68,0.597888,-0.180495,-0.163653
5566.69,0.597888,-0.173659,-0.184161
5566.7,0.597888,-0.159011,-0.196856
5566.71,0.597888,-0.137526,-0.203692
5566.72,0.597888,-0.118972,-0.200763
5566.73,0.597888,-0.093581,-0.190021
5566.74,0.598865,-0.064284,-0.180255
5566.75,0.597888,-0.030104,-0.160724
5566.76,0.597888,0.006028,-0.13338
5566.77,0.597888,0.042161,-0.104083
5566.78,0.597888,0.079271,-0.068927
5566.79,0.597888,0.114427,-0.033771
5566.8,0.598865,0.14763,0.003339
5566.81,0.599841,0.180833,0.042401
5566.82,0.598865,0.21013,0.078534
5566.83,0.596912,0.237474,0.112714
5566.84,0.596912,0.256029,0.146894
5566.85,0.595935,0.274583,0.180097
5566.86,0.597888,0.284349,0.20744
5566.87,0.598865,0.288255,0.232831
5566.88,0.597888,0.284349,0.251386
5566.89,0.596912,0.279466,0.262128
5566.9,0.597888,0.263841,0.26994
5566.91,0.598865,0.254075,0.270917
5566.92,0.599841,0.189622,0.265058
5566.93,0.598865,0.205247,0.252362
5566.94,0.598865,0.172044,0.233808
5566.95,0.597888,0.125169,0.215253
5566.96,0.596912,0.083177,0.190839
5566.97,0.596912,0.043138,0.169354
5566.98,0.599841,0.006028,0.118573
5566.99,0.598865,-0.009597,0.05705
5567,0.598865,-0.041823,0.023847
5567.01,0.596912,-0.067214,-0.00545
5567.02,0.596912,-0.138503,-0.035724
5567.03,0.596912,-0.166823,-0.065997
5567.04,0.600818,-0.158034,-0.096271
5567.05,0.597888,-0.170729,-0.107013
5567.06,0.596912,-0.178542,-0.109942
5567.07,0.597888,-0.183425,-0.138263
5567.08,0.597888,-0.179518,-0.1617
5567.09,0.598865,-0.173659,-0.180255
5567.1,0.599841,-0.160964,-0.191974
5567.11,0.599841,-0.142409,-0.19881
5567.12,0.595935,-0.118972,-0.190021
5567.13,0.596912,-0.095534,-0.182208
5567.14,0.597888,-0.063307,-0.173419
5567.15,0.598865,-0.03694,-0.150958
5567.16,0.598865,0.005052,-0.126544
5567.17,0.598865,0.042161,-0.095294
5567.18,0.596912,0.078294,-0.061114
5567.19,0.596912,0.11638,-0.024005
5567.2,0.597888,0.149583,0.012128
5567.21,0.599841,0.182786,0.049237
5567.22,0.598865,0.21013,0.086347
5567.23,0.598865,0.237474,0.121503
5567.24,0.595935,0.257005,0.154706
5567.25,0.595935,0.27556,0.184979
5567.26,0.598865,0.284349,0.2133
5567.27,0.598865,0.288255,0.23869
5567.28,0.598865,0.284349,0.254315
5567.29,0.598865,0.27556,0.264081
5567.3,0.598865,0.263841,0.26994
5567.31,0.596912,0.252122,0.268964
5567.32,0.597888,0.187669,0.260175
5567.33,0.597888,0.200364,0.246503
5567.34,0.600818,0.169114,0.228925
5567.35,0.599841,0.115403,0.206464
5567.36,0.596912,0.0822,0.183026
5567.37,0.596912,0.044114,0.157636
5567.38,0.597888,0.007982,0.108808
5567.39,0.599841,-0.022292,0.045331
5567.4,0.599841,-0.0428,0.026776
5567.41,0.594959,-0.085768,-0.016192
5567.42,0.596912,-0.148268,-0.046466
5567.43,0.597888,-0.166823,-0.077716
5567.44,0.598865,-0.160964,-0.107989
5567.45,0.598865,-0.176589,-0.0992
5567.46,0.598865,-0.182448,-0.120685
5567.47,0.596912,-0.184401,-0.149981
5567.48,0.596912,-0.183425,-0.172442
5567.49,0.596912,-0.176589,-0.190021
5567.5,0.597888,-0.157057,-0.201739
5567.51,0.598865,-0.139479,-0.208575
5567.52,0.599841,-0.123854,-0.201739
5567.53,0.599841,-0.095534,-0.19295
5567.54,0.597888,-0.066237,-0.181231
5567.55,0.594959,-0.028151,-0.160724
5567.56,0.597888,0.004075,-0.135333
5567.57,0.599841,0.043138,-0.103106
5567.58,0.598865,0.078294,-0.069903
5567.59,0.598865,0.11638,-0.032794
5567.6,0.596912,0.149583,0.005292
5567.61,0.596912,0.183763,0.041425
5567.62,0.598865,0.212083,0.079511
5567.63,0.599841,0.235521,0.117597
5567.64,0.599841,0.257005,0.151776
5567.65,0.598865,0.271654,0.18205
5567.66,0.597888,0.282396,0.212323
5567.67,0.598865,0.283372,0.235761
5567.68,0.597888,0.281419,0.256269
5567.69,0.598865,0.27263,0.267011
5567.7,0.600818,0.259935,0.271894
5567.71,0.597888,0.24138,0.271894
5567.72,0.596912,0.183763,0.265058
5567.73,0.597888,0.194505,0.254315
5567.74,0.596912,0.163255,0.234784
5567.75,0.598865,0.11345,0.214276
5567.76,0.598865,0.063646,0.192792
5567.77,0.599841,0.031419,0.169354
5567.78,0.595935,-0.004714,0.11955
5567.79,0.597888,-0.022292,0.066815
5567.8,0.599841,-0.048659,0.036542
5567.81,0.599841,-0.101393,-0.004474
5567.82,0.599841,-0.155104,-0.037677
5567.83,0.597888,-0.16194,-0.068927
5567.84,0.596912,-0.165847,-0.101153
5567.85,0.598865,-0.175612,-0.109942
5567.86,0.600818,-0.184401,-0.114825
5567.87,0.600818,-0.185378,-0.142169
5567.88,0.598865,-0.177565,-0.168536
5567.89,0.597888,-0.173659,-0.187091
5567.9,0.597888,-0.157057,-0.19881
5567.91,0.597888,-0.141432,-0.202716
5567.92,0.600818,-0.119948,-0.202716
5567.93,0.600818,-0.093581,-0.19295
5567.94,0.599841,-0.059401,-0.177325
5567.95,0.598865,-0.028151,-0.155841
5567.96,0.596912,0.010911,-0.128497
5567.97,0.598865,0.046068,-0.097247
5567.98,0.599841,0.083177,-0.063067
5567.99,0.599841,0.11931,-0.026935
5568,0.598865,0.158372,0.011151
5568.01,0.597888,0.188646,0.046308
5568.02,0.598865,0.220872,0.083417
5568.03,0.598865,0.24138,0.120526
5568.04,0.598865,0.263841,0.155683
5568.05,0.598865,0.27556,0.184003
5568.06,0.597888,0.286302,0.21037
5568.07,0.596912,0.290208,0.232831
5568.08,0.598865,0.283372,0.251386
5568.09,0.599841,0.273607,0.262128
5568.1,0.598865,0.260911,0.267011
5568.11,0.597888,0.24138,0.265058
5568.12,0.596912,0.186693,0.258222
5568.13,0.596912,0.201341,0.245526
5568.14,0.597888,0.161302,0.227948
5568.15,0.600818,0.107591,0.208417
5568.16,0.598865,0.069505,0.184979
5568.17,0.596912,0.0197,0.161542
5568.18,0.597888,-0.004714,0.112714
5568.19,0.596912,-0.040847,0.08244
5568.2,0.599841,-0.052565,0.030683
5568.21,0.598865,-0.097487,-0.01131
5568.22,0.599841,-0.159011,-0.043536
5568.23,0.595935,-0.168776,-0.072833
5568.24,0.596912,-0.168776,-0.103106
5568.25,0.597888,-0.180495,-0.097247
5568.26,0.599841,-0.188307,-0.118731
5568.27,0.600818,-0.192214,-0.146075
5568.28,0.597888,-0.187331,-0.169513
5568.29,0.596912,-0.174636,-0.186114
5568.3,0.596912,-0.163893,-0.196856
5568.31,0.598865,-0.148268,-0.204669
5568.32,0.599841,-0.122878,-0.200763
5568.33,0.598865,-0.096511,-0.186114
5568.34,0.596912,-0.061354,-0.174396
5568.35,0.597888,-0.030104,-0.153888
5568.36,0.598865,0.007982,-0.124591
5568.37,0.600818,0.044114,-0.092364
5568.38,0.600818,0.0822,-0.055255
5568.39,0.597888,0.120286,-0.022052
5568.4,0.596912,0.155443,0.016034
5568.41,0.598865,0.187669,0.055097
5568.42,0.600818,0.214036,0.095136
5568.43,0.599841,0.240403,0.128339
5568.44,0.597888,0.259935,0.160565
5568.45,0.597888,0.271654,0.192792
5568.46,0.598865,0.282396,0.220136
5568.47,0.597888,0.287279,0.242597
5568.48,0.599841,0.283372,0.255292
5568.49,0.598865,0.273607,0.267987
5568.5,0.598865,0.257982,0.270917
5568.51,0.597888,0.236497,0.268964
5568.52,0.598865,0.183763,0.258222
5568.53,0.598865,0.188646,0.245526
5568.54,0.600818,0.157396,0.228925
5568.55,0.598865,0.105638,0.20744
5568.56,0.597888,0.072435,0.184003
5568.57,0.597888,0.029466,0.139081
5568.58,0.599841,-0.002761,0.075604
5568.59,0.600818,-0.034987,0.045331
5568.6,0.598865,-0.053542,0.017011
5568.61,0.599841,-0.113112,-0.016192
5568.62,0.597888,-0.157057,-0.045489
5568.63,0.597888,-0.162917,-0.076739
5568.64,0.598865,-0.166823,-0.109942
