Time,calib,bad,upstream,downstream
5976,0.600818,-0.264479,-0.264479,-0.29256
5976.01,0.600818,-0.245925,-0.245925,-0.295489
5976.02,0.600818,-0.217604,-0.217604,-0.282794
5976.03,0.602771,-0.186354,-0.186354,-0.277911
5976.04,0.600818,-0.151198,-0.151198,-0.268146
5976.05,0.599841,-0.111159,-0.111159,-0.250567
5976.06,0.600818,-0.063307,-0.063307,-0.231036
5976.07,0.600818,-0.016432,-0.016432,-0.209552
5976.08,0.599841,0.016771,0.016771,-0.187091
5976.09,0.601794,0.065599,0.065599,-0.16756
5976.1,0.600818,0.124193,0.124193,-0.142169
5976.11,0.600818,0.196458,0.196458,-0.114825
5976.12,0.599841,0.258958,0.258958,-0.082599
5976.13,0.599841,0.304857,0.304857,-0.043536
5976.14,0.598865,0.345872,0.345872,-0.006427
5976.15,0.599841,0.382005,0.382005,0.040448
5976.16,0.599841,0.407396,0.407396,0.090253
5976.17,0.600818,0.430833,0.430833,0.136151
5976.18,0.600818,0.445482,0.445482,0.184003
5976.19,0.601794,0.454271,0.454271,0.235761
5976.2,0.600818,0.455247,0.455247,0.267011
5976.21,0.601794,0.456224,0.456224,0.315839
5976.22,0.600818,0.446458,0.446458,-1.478106
5976.23,0.599841,0.438646,0.438646,0.408612
5976.24,0.600818,0.423021,0.423021,0.444745
5976.25,0.599841,0.406419,0.406419,0.465253
5976.26,0.600818,0.384935,0.384935,0.479901
5976.27,0.599841,0.368333,0.368333,0.485761
5976.28,0.600818,0.318529,0.318529,0.469159
5976.29,0.598865,0.262864,0.262864,0.451581
5976.3,0.601794,0.240403,0.240403,0.42912
5976.31,0.600818,0.176927,0.176927,-3.231036
5976.32,0.601794,0.125169,0.125169,0.339276
5976.33,0.599841,0.071458,0.071458,0.278729
5976.34,0.600818,0.014818,0.014818,0.218183
5976.35,0.597888,-0.03987,-0.03987,0.154706
5976.36,0.600818,-0.097487,-0.097487,0.103925
5976.37,0.599841,-0.150222,-0.150222,0.091229
5976.38,0.599841,-0.19319,-0.19319,0.017987
5976.39,0.600818,-0.205886,-0.205886,0.008222
5976.4,0.600818,-0.253737,-0.253737,-0.028888
5976.41,0.600818,-0.303542,-0.303542,-0.066974
5976.42,0.600818,-0.297682,-0.297682,-0.0992
5976.43,0.601794,-0.310378,-0.310378,-0.13338
5976.44,0.599841,-0.311354,-0.311354,-0.166583
5976.45,0.601794,-0.313307,-0.313307,-0.197833
5976.46,0.600818,-0.304518,-0.304518,-0.229083
5976.47,0.600818,-0.296706,-0.296706,-0.259356
5976.48,0.600818,-0.284987,-0.284987,-0.278888
5976.49,0.600818,-0.270339,-0.270339,-0.294513
5976.5,0.601794,-0.247878,-0.247878,-0.303302
5976.51,0.601794,-0.225417,-0.225417,-0.304278
5976.52,0.599841,-0.19612,-0.19612,-0.302325
5976.53,0.600818,-0.165847,-0.165847,-0.2867
5976.54,0.600818,-0.128737,-0.128737,-0.277911
5976.55,0.599841,-0.087722,-0.087722,-0.262286
5976.56,0.599841,-0.03987,-0.03987,-0.244708
5976.57,0.598865,0.000169,0.000169,-0.222247
5976.58,0.600818,0.028489,0.028489,-0.204669
5976.59,0.600818,0.084153,0.084153,-0.181231
5976.6,0.600818,0.137864,0.137864,-0.157794
5976.61,0.600818,0.220872,0.220872,-0.134356
5976.62,0.601794,0.266771,0.266771,-0.100177
5976.63,0.600818,0.313646,0.313646,-0.063067
5976.64,0.600818,0.346849,0.346849,-0.024981
5976.65,0.600818,0.382005,0.382005,0.020917
5976.66,0.599841,0.404466,0.404466,0.064862
5976.67,0.599841,0.424974,0.424974,0.114667
5976.68,0.600818,0.435716,0.435716,0.166425
5976.69,0.598865,0.441575,0.441575,0.217206
5976.7,0.600818,0.439622,0.439622,0.243573
5976.71,0.600818,0.432786,0.432786,0.313886
5976.72,0.599841,0.423997,0.423997,0.342206
5976.73,0.601794,0.409349,0.409349,0.4008
5976.74,0.600818,0.393724,0.393724,0.434979
5976.75,0.600818,0.368333,0.368333,0.456464
5976.76,0.599841,0.346849,0.346849,0.473065
5976.77,0.600818,0.333177,0.333177,0.479901
5976.78,0.598865,0.255052,0.255052,0.473065
5976.79,0.599841,0.223802,0.223802,0.436933
5976.8,0.600818,0.202318,0.202318,0.430097
5976.81,0.600818,0.127122,0.127122,-3.279864
5976.82,0.601794,0.076341,0.076341,0.339276
5976.83,0.600818,0.02263,0.02263,0.284589
5976.84,0.601794,-0.031081,-0.031081,0.205487
5976.85,0.601794,-0.089675,-0.089675,0.157636
5976.86,0.600818,-0.142409,-0.142409,0.108808
5976.87,0.600818,-0.189284,-0.189284,0.079511
5976.88,0.599841,-0.221511,-0.221511,0.035565
5976.89,0.599841,-0.236159,-0.236159,0.014081
5976.9,0.599841,-0.304518,-0.304518,-0.025958
5976.91,0.600818,-0.323073,-0.323073,-0.058185
5976.92,0.595935,-0.326003,-0.326003,-0.093341
5976.93,0.600818,-0.333815,-0.333815,-0.126544
5976.94,0.600818,-0.340651,-0.340651,-0.157794
5976.95,0.600818,-0.338698,-0.338698,-0.190997
5976.96,0.601794,-0.330886,-0.330886,-0.225177
5976.97,0.600818,-0.322096,-0.322096,-0.250567
5976.98,0.600818,-0.308425,-0.308425,-0.274981
5976.99,0.601794,-0.295729,-0.295729,-0.290606
5977,0.600818,-0.273268,-0.273268,-0.300372
5977.01,0.599841,-0.248854,-0.248854,-0.306231
5977.02,0.599841,-0.221511,-0.221511,-0.298419
5977.03,0.600818,-0.187331,-0.187331,-0.278888
5977.04,0.601794,-0.150222,-0.150222,-0.281817
5977.05,0.601794,-0.108229,-0.108229,-0.262286
5977.06,0.601794,-0.061354,-0.061354,-0.244708
5977.07,0.600818,-0.020339,-0.020339,-0.2242
5977.08,0.600818,0.015794,0.015794,-0.204669
5977.09,0.594959,0.073411,0.073411,-0.180255
5977.1,0.598865,0.140794,0.140794,-0.16463
5977.11,0.599841,0.212083,0.212083,-0.135333
5977.12,0.599841,0.257982,0.257982,-0.107013
5977.13,0.598865,0.30095,0.30095,-0.066974
5977.14,0.601794,0.33513,0.33513,-0.024005
5977.15,0.600818,0.367357,0.367357,0.01994
5977.16,0.601794,0.390794,0.390794,0.062909
5977.17,0.601794,0.410325,0.410325,0.111737
5977.18,0.601794,0.419114,0.419114,0.160565
5977.19,0.600818,0.427904,0.427904,0.209394
5977.2,0.600818,0.42595,0.42595,0.24162
5977.21,0.599841,0.421068,0.421068,0.302167
5977.22,0.600818,0.412279,0.412279,0.353925
5977.23,0.599841,0.398607,0.398607,0.392011
5977.24,0.600818,0.381029,0.381029,0.421308
5977.25,0.600818,0.362474,0.362474,0.442792
5977.26,0.600818,0.336107,0.336107,0.45744
5977.27,0.601794,0.318529,0.318529,0.464276
5977.28,0.601794,0.267747,0.267747,0.458417
5977.29,0.600818,0.21013,0.21013,0.434979
5977.3,0.599841,0.172044,0.172044,0.412519
5977.31,0.598865,0.11638,0.11638,0.382245
5977.32,0.601794,0.064622,0.064622,0.341229
5977.33,0.599841,0.011888,0.011888,0.286542
5977.34,0.600818,-0.044753,-0.044753,0.2133
5977.35,0.600818,-0.10237,-0.10237,0.164472
5977.36,0.599841,-0.157057,-0.157057,0.124433
5977.37,0.599841,-0.19905,-0.19905,0.097089
5977.38,0.601794,-0.242995,-0.242995,0.039472
5977.39,0.599841,-0.256667,-0.256667,0.031659
5977.4,0.599841,-0.320143,-0.320143,-0.007403
5977.41,0.601794,-0.338698,-0.338698,-0.041583
5977.42,0.600818,-0.340651,-0.340651,-0.076739
5977.43,0.602771,-0.351393,-0.351393,-0.110919
5977.44,0.601794,-0.353346,-0.353346,-0.145099
5977.45,0.600818,-0.351393,-0.351393,-0.177325
5977.46,0.599841,-0.344557,-0.344557,-0.210528
5977.47,0.600818,-0.336745,-0.336745,-0.239825
5977.48,0.598865,-0.323073,-0.323073,-0.256427
5977.49,0.599841,-0.307448,-0.307448,-0.281817
5977.5,0.600818,-0.28987,-0.28987,-0.28963
5977.51,0.599841,-0.265456,-0.265456,-0.291583
5977.52,0.599841,-0.237136,-0.237136,-0.282794
5977.53,0.601794,-0.204909,-0.204909,-0.273028
5977.54,0.599841,-0.16487,-0.16487,-0.266192
5977.55,0.599841,-0.120925,-0.120925,-0.248614
5977.56,0.600818,-0.072097,-0.072097,-0.231036
5977.57,0.599841,-0.037917,-0.037917,-0.206622
5977.58,0.599841,0.012864,0.012864,-0.187091
5977.59,0.600818,0.070482,0.070482,-0.162677
5977.6,0.600818,0.133958,0.133958,-0.139239
5977.61,0.600818,0.215989,0.215989,-0.124591
5977.62,0.602771,0.262864,0.262864,-0.104083
5977.63,0.601794,0.308763,0.308763,-0.046466
5977.64,0.601794,0.343919,0.343919,-0.004474
5977.65,0.600818,0.379075,0.379075,0.039472
5977.66,0.600818,0.401536,0.401536,0.086347
5977.67,0.599841,0.423021,0.423021,0.129315
5977.68,0.599841,0.432786,0.432786,0.17619
5977.69,0.598865,0.440599,0.440599,0.225019
5977.7,0.601794,0.439622,0.439622,0.270917
5977.71,0.600818,0.436693,0.436693,0.302167
5977.72,0.600818,0.424974,0.424974,0.360761
5977.73,0.599841,0.415208,0.415208,0.396894
5977.74,0.601794,0.398607,0.398607,0.424237
5977.75,0.599841,0.381029,0.381029,0.443769
5977.76,0.598865,0.355638,0.355638,0.45744
5977.77,0.599841,0.33513,0.33513,0.4633
5977.78,0.599841,0.299974,0.299974,0.462323
5977.79,0.600818,0.227708,0.227708,0.436933
5977.8,0.601794,0.21013,0.21013,0.419354
5977.81,0.601794,0.137864,0.137864,0.388104
5977.82,0.601794,0.08513,0.08513,0.322675
5977.83,0.600818,0.027513,0.027513,0.292401
5977.84,0.599841,-0.029128,-0.029128,0.228925
5977.85,0.598865,-0.088698,-0.088698,0.170331
5977.86,0.600818,-0.145339,-0.145339,0.132245
5977.87,0.598865,-0.19319,-0.19319,0.105878
5977.88,0.600818,-0.219557,-0.219557,0.065839
5977.89,0.601794,-0.245925,-0.245925,0.039472
5977.9,0.600818,-0.310378,-0.310378,-0.000567
5977.91,0.601794,-0.332839,-0.332839,-0.04256
5977.92,0.600818,-0.334792,-0.334792,-0.077716
5977.93,0.600818,-0.344557,-0.344557,-0.111896
5977.94,0.599841,-0.344557,-0.344557,-0.146075
5977.95,0.599841,-0.344557,-0.344557,-0.180255
5977.96,0.598865,-0.334792,-0.334792,-0.212481
5977.97,0.600818,-0.327956,-0.327956,-0.243731
5977.98,0.599841,-0.315261,-0.315261,-0.269122
5977.99,0.601794,-0.299636,-0.299636,-0.283771
5978,0.600818,-0.280104,-0.280104,-0.29256
5978.01,0.603748,-0.25862,-0.25862,-0.295489
5978.02,0.599841,-0.232253,-0.232253,-0.275958
5978.03,0.600818,-0.201979,-0.201979,-0.278888
5978.04,0.598865,-0.163893,-0.163893,-0.264239
5978.05,0.599841,-0.120925,-0.120925,-0.247638
5978.06,0.599841,-0.072097,-0.072097,-0.229083
5978.07,0.602771,-0.043776,-0.043776,-0.210528
5978.08,0.600818,0.007005,0.007005,-0.190021
5978.09,0.601794,0.064622,0.064622,-0.168536
5978.1,0.601794,0.124193,0.124193,-0.148028
5978.11,0.600818,0.205247,0.205247,-0.13631
5978.12,0.600818,0.257005,0.257005,-0.118731
5978.13,0.598865,0.30095,0.30095,-0.057208
5978.14,0.598865,0.33806,0.33806,-0.013263
5978.15,0.600818,0.367357,0.367357,0.030683
5978.16,0.599841,0.390794,0.390794,0.075604
5978.17,0.600818,0.410325,0.410325,0.11955
5978.18,0.601794,0.419114,0.419114,0.168378
5978.19,0.600818,0.42595,0.42595,0.214276
5978.2,0.600818,0.426927,0.426927,0.251386
5978.21,0.599841,0.422044,0.422044,0.297284
5978.22,0.601794,0.410325,0.410325,0.350995
5978.23,0.599841,0.402513,0.402513,0.387128
5978.24,0.600818,0.380052,0.380052,0.411542
5978.25,0.598865,0.367357,0.367357,0.434003
5978.26,0.598865,0.346849,0.346849,0.445722
5978.27,0.600818,0.324388,0.324388,0.458417
5978.28,0.601794,0.318529,0.318529,0.454511
5978.29,0.600818,0.227708,0.227708,0.438886
5978.3,0.601794,0.190599,0.190599,0.413495
5978.31,0.600818,0.141771,0.141771,0.386151
5978.32,0.599841,0.08806,0.08806,-6.98006
5978.33,0.598865,0.034349,0.034349,0.291425
5978.34,0.600818,-0.023268,-0.023268,0.225995
5978.35,0.600818,-0.081862,-0.081862,0.164472
5978.36,0.600818,-0.143386,-0.143386,0.124433
5978.37,0.598865,-0.189284,-0.189284,0.090253
5978.38,0.601794,-0.219557,-0.219557,0.049237
5978.39,0.594959,-0.242018,-0.242018,0.027753
5978.4,0.600818,-0.310378,-0.310378,-0.017169
5978.41,0.599841,-0.331862,-0.331862,-0.053302
5978.42,0.599841,-0.331862,-0.331862,-0.088458
5978.43,0.598865,-0.337721,-0.337721,-0.123614
5978.44,0.600818,-0.340651,-0.340651,-0.156817
5978.45,0.599841,-0.334792,-0.334792,-0.189044
5978.46,0.601794,-0.328932,-0.328932,-0.223224
5978.47,0.600818,-0.319167,-0.319167,-0.253497
5978.48,0.600818,-0.308425,-0.308425,-0.276935
5978.49,0.600818,-0.293776,-0.293776,-0.294513
5978.5,0.600818,-0.273268,-0.273268,-0.302325
5978.51,0.601794,-0.254714,-0.254714,-0.306231
5978.52,0.600818,-0.22737,-0.22737,-0.294513
5978.53,0.599841,-0.19612,-0.19612,-0.28963
5978.54,0.599841,-0.159987,-0.159987,-0.276935
5978.55,0.598865,-0.118972,-0.118972,-0.26131
5978.56,0.599841,-0.072097,-0.072097,-0.242755
5978.57,0.600818,-0.048659,-0.048659,-0.223224
5978.58,0.601794,0.008958,0.008958,-0.207599
5978.59,0.600818,0.066575,0.066575,-0.190021
5978.6,0.600818,0.128099,0.128099,-0.168536
5978.61,0.599841,0.208177,0.208177,-0.157794
5978.62,0.599841,0.255052,0.255052,-0.142169
5978.63,0.600818,0.296068,0.296068,-0.089435
5978.64,0.599841,0.331224,0.331224,-0.041583
5978.65,0.599841,0.362474,0.362474,0.001386
5978.66,0.599841,0.384935,0.384935,0.048261
5978.67,0.600818,0.403489,0.403489,0.095136
5978.68,0.600818,0.413255,0.413255,0.142987
5978.69,0.599841,0.419114,0.419114,0.190839
5978.7,0.601794,0.418138,0.418138,0.232831
5978.71,0.602771,0.414232,0.414232,0.280683
5978.72,0.601794,0.405443,0.405443,0.330487
5978.73,0.599841,0.3947,0.3947,0.368573
5978.74,0.601794,0.380052,0.380052,0.39787
5978.75,0.598865,0.362474,0.362474,0.422284
5978.76,0.598865,0.342943,0.342943,0.438886
5978.77,0.600818,0.322435,0.322435,0.450604
5978.78,0.600818,0.286302,0.286302,0.451581
5978.79,0.599841,0.226732,0.226732,0.439862
5978.8,0.599841,-5.327956,0,0.414472
5978.81,0.599841,-9.019362,0,0.382245
5978.82,0.601794,-5.38362,0,0.345136
5978.83,0.601794,0.031419,0.031419,0.30412
5978.84,0.600818,-0.028151,-0.028151,0.243573
5978.85,0.600818,-0.082839,-0.082839,0.18205
5978.86,0.599841,-0.142409,-0.142409,0.139081
5978.87,0.598865,-0.189284,-0.189284,0.114667
5978.88,0.600818,-0.209792,-0.209792,0.061933
5978.89,0.600818,-0.242018,-0.242018,0.038495
5978.9,0.600818,-0.311354,-0.311354,-0.001544
5978.91,0.601794,-0.320143,-0.320143,-0.040606
5978.92,0.601794,-0.322096,-0.322096,-0.074786
5978.93,0.599841,-0.327956,-0.327956,-0.109942
5978.94,0.598865,-0.327956,-0.327956,-0.144122
5978.95,0.600818,-0.326003,-0.326003,-0.179278
5978.96,0.600818,-0.317214,-0.317214,-0.212481
5978.97,0.600818,-0.308425,-0.308425,-0.242755
5978.98,0.598865,-0.295729,-0.295729,-0.264239
5978.99,0.599841,-0.282057,-0.282057,-0.2867
5979,0.600818,-0.260573,-0.260573,-0.294513
5979.01,0.600818,-0.241042,-0.241042,-0.298419
5979.02,0.599841,-0.205886,-0.205886,-0.287677
5979.03,0.601794,-0.181472,-0.181472,-0.278888
5979.04,0.601794,-0.141432,-0.141432,-0.274005
5979.05,0.600818,-0.100417,-0.100417,-0.259356
5979.06,0.599841,-0.051589,-0.051589,-0.243731
5979.07,0.598865,-0.022292,-0.022292,-0.226153
5979.08,0.599841,0.029466,0.029466,-0.210528
5979.09,0.601794,0.08513,0.08513,-0.191974
5979.1,0.601794,0.153489,0.153489,-0.173419
5979.11,0.601794,0.224778,0.224778,-0.162677
5979.12,0.601794,0.273607,0.273607,-0.142169
5979.13,0.600818,0.313646,0.313646,-0.089435
5979.14,0.600818,0.349779,0.349779,-0.052325
5979.15,0.601794,0.380052,0.380052,-0.007403
5979.16,0.600818,0.401536,0.401536,0.036542
5979.17,0.601794,0.420091,0.420091,0.08244
5979.18,0.600818,0.42888,0.42888,0.134198
5979.19,0.599841,0.433763,0.433763,0.183026
5979.2,0.599841,0.432786,0.432786,0.219159
5979.21,0.599841,0.42888,0.42888,0.271894
5979.22,0.600818,0.415208,0.415208,0.33244
5979.23,0.599841,0.407396,0.407396,0.373456
5979.24,0.601794,0.390794,0.390794,0.408612
5979.25,0.599841,0.374193,0.374193,0.434003
5979.26,0.601794,0.349779,0.349779,0.453534
5979.27,0.600818,0.330247,0.330247,0.468183
5979.28,0.600818,0.311693,0.311693,0.470136
5979.29,0.599841,0.227708,0.227708,0.456464
5979.3,0.599841,0.190599,0.190599,0.428144
5979.31,0.600818,0.131028,0.131028,0.399823
5979.32,0.599841,0.079271,0.079271,0.358808
5979.33,0.599841,0.02263,0.02263,0.318769
5979.34,0.598865,-0.034987,-0.034987,0.257245
5979.35,0.599841,-0.094557,-0.094557,0.193769
5979.36,0.603748,-0.153151,-0.153151,0.14787
5979.37,0.599841,-0.204909,-0.204909,0.130292
5979.38,0.601794,-0.214675,-0.214675,0.070722
5979.39,0.601794,-0.252761,-0.252761,0.05412
5979.4,0.599841,-0.32405,-0.32405,0.013104
5979.41,0.598865,-0.327956,-0.327956,-0.025958
5979.42,0.599841,-0.334792,-0.334792,-0.062091
5979.43,0.599841,-0.343581,-0.343581,-0.097247
5979.44,0.599841,-0.341628,-0.341628,-0.131427
5979.45,0.600818,-0.338698,-0.338698,-0.16756
5979.46,0.600818,-0.330886,-0.330886,-0.200763
5979.47,0.599841,-0.323073,-0.323073,-0.232989
5979.48,0.601794,-0.307448,-0.307448,-0.257403
5979.49,0.600818,-0.2928,-0.2928,-0.275958
5979.5,0.598865,-0.274245,-0.274245,-0.28963
5979.51,0.600818,-0.248854,-0.248854,-0.295489
5979.52,0.599841,-0.215651,-0.215651,-0.294513
5979.53,0.599841,-0.188307,-0.188307,-0.266192
5979.54,0.599841,-0.149245,-0.149245,-0.275958
5979.55,0.599841,-0.112136,-0.112136,-0.259356
5979.56,0.601794,-0.059401,-0.059401,-0.245685
5979.57,0.600818,-0.024245,-0.024245,-0.228106
5979.58,0.601794,0.020677,0.020677,-0.208575
5979.59,0.601794,0.077318,0.077318,-0.190997
5979.6,0.599841,0.15056,0.15056,-0.171466
5979.61,0.601794,0.215989,0.215989,-0.159747
5979.62,0.598865,0.260911,0.260911,-0.138263
5979.63,0.599841,0.30681,0.30681,-0.087481
5979.64,0.600818,0.339036,0.339036,-0.047442
5979.65,0.600818,0.372239,0.372239,-0.004474
5979.66,0.601794,0.3947,0.3947,0.040448
5979.67,0.600818,0.411302,0.411302,0.090253
5979.68,0.602771,0.423021,0.423021,0.139081
5979.69,0.600818,0.42888,0.42888,0.175214
5979.7,0.600818,0.42888,0.42888,0.219159
5979.71,0.598865,0.424974,0.424974,-0.976153
5979.72,0.600818,0.418138,0.418138,0.345136
5979.73,0.598865,0.405443,0.405443,0.382245
5979.74,0.600818,0.388841,0.388841,0.417401
5979.75,0.600818,0.372239,0.372239,0.443769
5979.76,0.601794,0.346849,0.346849,0.464276
5979.77,0.602771,0.329271,0.329271,0.477948
5979.78,0.601794,0.279466,0.279466,0.475019
5979.79,0.601794,0.222825,0.222825,0.459394
5979.8,0.599841,0.179857,0.179857,0.434979
5979.81,0.599841,0.125169,0.125169,0.380292
5979.82,0.600818,0.071458,0.071458,0.340253
5979.83,0.598865,0.014818,0.014818,0.311933
5979.84,0.600818,-0.041823,-0.041823,0.240644
5979.85,0.601794,-0.101393,-0.101393,0.187909
5979.86,0.603748,-0.157057,-0.157057,0.141034
5979.87,0.599841,-0.201979,-0.201979,0.11369
5979.88,0.601794,-0.221511,-0.221511,0.063886
5979.89,0.599841,-0.264479,-0.264479,0.036542
5979.9,0.598865,-0.32405,-0.32405,0.005292
5979.91,0.600818,-0.330886,-0.330886,-0.032794
5979.92,0.598865,-0.337721,-0.337721,-0.06795
5979.93,0.600818,-0.34944,-0.34944,-0.10213
5979.94,0.599841,-0.34944,-0.34944,-0.134356
5979.95,0.600818,-0.350417,-0.350417,-0.166583
5979.96,0.601794,-0.342604,-0.342604,-0.201739
5979.97,0.601794,-0.334792,-0.334792,-0.231036
5979.98,0.599841,-0.32405,-0.32405,-0.252521
5979.99,0.602771,-0.310378,-0.310378,-0.274005
5980,0.599841,-0.290846,-0.290846,-0.282794
5980.01,0.600818,-0.268386,-0.268386,-0.28963
5980.02,0.597888,-0.231276,-0.231276,-0.274981
5980.03,0.599841,-0.204909,-0.204909,-0.263263
5980.04,0.601794,-0.165847,-0.165847,-0.267169
5980.05,0.601794,-0.121901,-0.121901,-0.247638
5980.06,0.600818,-0.073073,-0.073073,-0.232013
5980.07,0.601794,-0.046706,-0.046706,-0.213458
5980.08,0.600818,0.010911,0.010911,-0.194903
5980.09,0.601794,0.068528,0.068528,-0.173419
5980.1,0.599841,0.141771,0.141771,-0.152911
5980.11,0.599841,0.208177,0.208177,-0.138263
5980.12,0.599841,0.250169,0.250169,-0.126544
5980.13,0.600818,0.294114,0.294114,-0.065997
5980.14,0.599841,0.329271,0.329271,-0.020099
5980.15,0.601794,0.36345,0.36345,0.021894
5980.16,0.600818,0.382982,0.382982,0.071698
5980.17,0.598865,0.405443,0.405443,0.11662
5980.18,0.600818,0.414232,0.414232,0.162519
5980.19,0.600818,0.423021,0.423021,0.211347
5980.2,0.599841,0.423997,0.423997,0.255292
5980.21,0.600818,0.423021,0.423021,-0.351153
5980.22,0.599841,0.414232,0.414232,0.357831
5980.23,0.599841,0.403489,0.403489,0.391034
5980.24,0.602771,0.389818,0.389818,0.421308
5980.25,0.600818,0.372239,0.372239,0.443769
5980.26,0.600818,0.352708,0.352708,0.46037
5980.27,0.600818,0.3322,0.3322,0.467206
5980.28,0.600818,0.312669,0.312669,0.465253
5980.29,0.598865,0.225755,0.225755,0.448651
5980.3,0.598865,0.182786,0.182786,0.411542
5980.31,0.599841,0.136888,0.136888,0.392987
5980.32,0.599841,0.086107,0.086107,-3.310137
5980.33,0.600818,0.027513,0.027513,0.299237
5980.34,0.600818,-0.030104,-0.030104,0.226972
5980.35,0.602771,-0.090651,-0.090651,0.170331
5980.36,0.599841,-0.145339,-0.145339,0.125409
5980.37,0.600818,-0.195143,-0.195143,0.08537
5980.38,0.599841,-0.232253,-0.232253,0.052167
5980.39,0.599841,-0.245925,-0.245925,-0.000567
5980.4,0.600818,-0.32112,-0.32112,-0.010333
5980.41,0.598865,-0.326003,-0.326003,-0.046466
5980.42,0.600818,-0.337721,-0.337721,-0.083575
5980.43,0.601794,-0.341628,-0.341628,-0.118731
5980.44,0.602771,-0.346511,-0.346511,-0.150958
5980.45,0.600818,-0.342604,-0.342604,-0.183185
5980.46,0.601794,-0.339675,-0.339675,-0.216388
5980.47,0.599841,-0.327956,-0.327956,-0.243731
5980.48,0.598865,-0.320143,-0.320143,-0.269122
5980.49,0.598865,-0.302565,-0.302565,-0.285724
5980.5,0.599841,-0.28694,-0.28694,-0.293536
5980.51,0.599841,-0.26155,-0.26155,-0.299396
5980.52,0.600818,-0.233229,-0.233229,-0.2867
5980.53,0.602771,-0.201979,-0.201979,-0.272052
5980.54,0.601794,-0.160964,-0.160964,-0.271075
5980.55,0.599841,-0.118972,-0.118972,-0.252521
5980.56,0.599841,-0.069167,-0.069167,-0.232989
5980.57,0.600818,-0.044753,-0.044753,-0.214435
5980.58,0.599841,0.015794,0.015794,-0.193927
5980.59,0.601794,0.073411,0.073411,-0.172442
5980.6,0.601794,0.134935,0.134935,-0.149005
5980.61,0.599841,0.211107,0.211107,-0.134356
5980.62,0.600818,0.259935,0.259935,-0.119708
5980.63,0.600818,0.302904,0.302904,-0.086505
5980.64,0.599841,0.340013,0.340013,-0.009356
5980.65,0.599841,0.372239,0.372239,0.036542
5980.66,0.599841,0.390794,0.390794,0.083417
5980.67,0.599841,0.416185,0.416185,0.129315
5980.68,0.600818,0.42595,0.42595,0.17912
5980.69,0.601794,0.435716,0.435716,0.225019
5980.7,0.599841,0.436693,0.436693,0.267011
5980.71,0.600818,0.433763,0.433763,0.302167
5980.72,0.599841,0.426927,0.426927,0.357831
5980.73,0.599841,0.415208,0.415208,0.392011
5980.74,0.598865,0.404466,0.404466,0.418378
5980.75,0.600818,0.382982,0.382982,0.437909
5980.76,0.598865,0.36345,0.36345,0.452558
5980.77,0.600818,0.342943,0.342943,0.458417
5980.78,0.601794,0.30681,0.30681,0.458417
5980.79,0.601794,0.235521,0.235521,0.442792
5980.8,0.600818,0.197435,0.197435,0.415448
5980.81,0.601794,0.1447,0.1447,0.388104
5980.82,0.601794,0.093919,0.093919,-5.142169
5980.83,0.600818,0.035325,0.035325,0.295331
5980.84,0.598865,-0.024245,-0.024245,0.235761
5980.85,0.598865,-0.081862,-0.081862,0.166425
5980.86,0.598865,-0.140456,-0.140456,0.120526
5980.87,0.602771,-0.191237,-0.191237,0.094159
5980.88,0.601794,-0.223464,-0.223464,0.059003
5980.89,0.601794,-0.242018,-0.242018,0.011151
5980.9,0.601794,-0.320143,-0.320143,-0.023028
5980.91,0.600818,-0.32405,-0.32405,-0.054278
5980.92,0.600818,-0.335768,-0.335768,-0.092364
5980.93,0.599841,-0.339675,-0.339675,-0.127521
5980.94,0.600818,-0.343581,-0.343581,-0.159747
5980.95,0.599841,-0.340651,-0.340651,-0.19295
5980.96,0.601794,-0.335768,-0.335768,-0.226153
5980.97,0.600818,-0.327956,-0.327956,-0.25838
5980.98,0.601794,-0.314284,-0.314284,-0.280841
5980.99,0.599841,-0.299636,-0.299636,-0.297442
5981,0.599841,-0.278151,-0.278151,-0.306231
5981.01,0.600818,-0.259596,-0.259596,-0.307208
5981.02,0.599841,-0.229323,-0.229323,-0.28963
5981.03,0.598865,-0.197097,-0.197097,-0.2867
5981.04,0.599841,-0.159011,-0.159011,-0.278888
5981.05,0.600818,-0.115065,-0.115065,-0.26131
5981.06,0.600818,-0.075026,-0.075026,-0.243731
5981.07,0.602771,-0.043776,-0.043776,-0.225177
5981.08,0.600818,0.014818,0.014818,-0.205646
5981.09,0.600818,0.073411,0.073411,-0.188067
5981.1,0.600818,0.136888,0.136888,-0.16756
5981.11,0.599841,0.215013,0.215013,-0.154864
5981.12,0.599841,0.262864,0.262864,-0.135333
5981.13,0.600818,0.310716,0.310716,-0.072833
5981.14,0.601794,0.345872,0.345872,-0.024981
5981.15,0.601794,0.379075,0.379075,0.018964
5981.16,0.603748,0.403489,0.403489,0.063886
5981.17,0.600818,0.423021,0.423021,0.115644
5981.18,0.599841,0.434739,0.434739,0.163495
5981.19,0.599841,0.442552,0.442552,0.21037
5981.2,0.599841,0.444505,0.444505,0.258222
5981.21,0.599841,0.438646,0.438646,0.278729
5981.22,0.600818,0.43181,0.43181,0.3383
5981.23,0.601794,0.420091,0.420091,0.388104
5981.24,0.601794,0.405443,0.405443,0.421308
5981.25,0.600818,0.386888,0.386888,0.442792
5981.26,0.600818,0.36638,0.36638,0.459394
5981.27,0.599841,0.345872,0.345872,0.470136
5981.28,0.597888,0.314622,0.314622,0.467206
